route,sample,label,probability,baseline_prediction,pose_valid_ratio,quality_decision,baseline_correct,quality_reasons
RTMPose+ST-GCN++,dataset/dataset/chute11/cam2.avi#f497-527,0,0.98897487,1,0.281250,UNKNOWN,0,"{""target_jump"": 6, ""too_few_joints"": 40, ""torso_missing"": 46}"
RTMPose+ST-GCN++,dataset/dataset/chute11/cam4.avi#f445-475,0,0.22841994,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute11/cam4.avi#f476-506,1,0.98294377,1,0.781250,FALL,1,"{""implausible_bone"": 10, ""target_jump"": 2, ""torso_missing"": 4}"
RTMPose+ST-GCN++,dataset/dataset/chute11/cam4.avi#f507-537,0,0.99528183,1,0.062500,UNKNOWN,0,"{""implausible_bone"": 51, ""target_jump"": 20, ""torso_missing"": 10}"
RTMPose+ST-GCN++,dataset/dataset/chute11/cam5.avi#f431-461,0,0.18723476,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute11/cam5.avi#f462-492,1,0.86311926,1,0.968750,FALL,1,"{""implausible_bone"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute11/cam5.avi#f493-523,0,0.48908633,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute11/cam6.avi#f437-467,0,0.07254960,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute11/cam6.avi#f468-498,1,0.99956673,1,0.609375,FALL,1,"{""target_jump"": 23, ""torso_missing"": 8}"
RTMPose+ST-GCN++,dataset/dataset/chute11/cam6.avi#f499-529,0,0.89756596,1,0.156250,UNKNOWN,0,"{""torso_missing"": 54}"
RTMPose+ST-GCN++,dataset/dataset/chute11/cam7.avi#f437-467,0,0.08302558,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute11/cam7.avi#f468-498,1,0.88302833,1,0.937500,FALL,1,"{""too_few_joints"": 4, ""torso_missing"": 4}"
RTMPose+ST-GCN++,dataset/dataset/chute11/cam7.avi#f499-529,0,0.96457717,1,0.421875,UNKNOWN,0,"{""target_jump"": 7, ""too_few_joints"": 22, ""torso_missing"": 37}"
RTMPose+ST-GCN++,dataset/dataset/chute11/cam8.avi#f443-473,0,0.16037214,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute11/cam8.avi#f474-504,1,0.87447605,1,0.875000,FALL,1,"{""target_jump"": 4, ""torso_missing"": 8}"
RTMPose+ST-GCN++,dataset/dataset/chute11/cam8.avi#f505-535,0,0.89531824,1,0.328125,UNKNOWN,0,"{""target_jump"": 5, ""too_few_joints"": 2, ""torso_missing"": 43}"
RTMPose+ST-GCN++,dataset/dataset/chute12/cam2.avi#f575-605,0,0.11674740,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute12/cam2.avi#f606-636,1,0.18058034,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute12/cam2.avi#f634-664,1,0.90477727,1,0.609375,FALL,1,"{""target_jump"": 2, ""too_few_joints"": 23, ""torso_missing"": 25}"
RTMPose+ST-GCN++,dataset/dataset/chute12/cam4.avi#f577-607,0,0.11740616,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute12/cam4.avi#f608-638,1,0.12931028,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute12/cam4.avi#f636-666,1,0.98848422,1,0.671875,FALL,1,"{""implausible_bone"": 17, ""torso_missing"": 15}"
RTMPose+ST-GCN++,dataset/dataset/chute12/cam5.avi#f569-599,0,0.16114613,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute12/cam5.avi#f600-630,1,0.14745148,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute12/cam5.avi#f628-658,1,0.94344351,1,0.843750,FALL,1,"{""implausible_bone"": 8, ""torso_missing"": 6}"
RTMPose+ST-GCN++,dataset/dataset/chute12/cam6.avi#f572-602,0,0.10447296,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute12/cam6.avi#f603-633,1,0.11926825,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute12/cam6.avi#f631-661,1,0.71409635,1,0.875000,FALL,1,"{""target_jump"": 8}"
RTMPose+ST-GCN++,dataset/dataset/chute12/cam7.avi#f576-606,0,0.21579156,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute12/cam7.avi#f607-637,1,0.09780495,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute12/cam7.avi#f635-665,1,0.76158144,1,0.812500,FALL,1,"{""target_jump"": 4, ""too_few_joints"": 4, ""torso_missing"": 12}"
RTMPose+ST-GCN++,dataset/dataset/chute12/cam8.avi#f569-599,0,0.19860556,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute12/cam8.avi#f600-630,1,0.15638007,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute12/cam8.avi#f628-658,1,0.41711943,0,0.937500,ADL,0,"{""target_jump"": 2, ""torso_missing"": 4}"
RTMPose+ST-GCN++,dataset/dataset/chute13/cam2.avi#f720-750,0,0.09158668,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute13/cam2.avi#f861-891,1,0.15182913,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute13/cam4.avi#f694-724,0,0.99680491,1,0.765625,FALL,0,"{""implausible_bone"": 6, ""target_jump"": 2, ""torso_missing"": 9}"
RTMPose+ST-GCN++,dataset/dataset/chute13/cam4.avi#f835-865,1,0.98615977,1,0.781250,FALL,1,"{""implausible_bone"": 6, ""torso_missing"": 12}"
RTMPose+ST-GCN++,dataset/dataset/chute13/cam5.avi#f714-744,0,0.97870998,1,0.515625,FALL,0,"{""implausible_bone"": 21, ""target_jump"": 8, ""torso_missing"": 27}"
RTMPose+ST-GCN++,dataset/dataset/chute13/cam5.avi#f855-885,1,0.57116534,1,0.937500,FALL,1,"{""implausible_bone"": 4, ""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute13/cam6.avi#f714-744,0,0.80449671,1,0.968750,FALL,0,"{""implausible_bone"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute13/cam6.avi#f855-885,1,0.92807989,1,0.875000,FALL,1,"{""implausible_bone"": 4, ""torso_missing"": 6}"
RTMPose+ST-GCN++,dataset/dataset/chute13/cam7.avi#f723-753,0,0.97503053,1,0.500000,FALL,0,"{""implausible_bone"": 30, ""torso_missing"": 6}"
RTMPose+ST-GCN++,dataset/dataset/chute13/cam7.avi#f864-894,1,0.58888302,1,1.000000,FALL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute13/cam8.avi#f700-730,0,0.78422894,1,1.000000,FALL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute13/cam8.avi#f841-871,1,0.23567135,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute14/cam2.avi#f1027-1057,1,0.98876540,1,0.843750,FALL,1,"{""implausible_bone"": 8, ""target_jump"": 4}"
RTMPose+ST-GCN++,dataset/dataset/chute14/cam2.avi#f1058-1088,0,0.09969436,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute14/cam4.avi#f991-1021,1,0.97840118,1,0.750000,FALL,1,"{""implausible_bone"": 8, ""target_jump"": 4, ""torso_missing"": 14}"
RTMPose+ST-GCN++,dataset/dataset/chute14/cam4.avi#f1022-1052,0,0.87239821,1,0.031250,UNKNOWN,0,"{""implausible_bone"": 36, ""target_jump"": 35, ""too_few_joints"": 4, ""torso_missing"": 40}"
RTMPose+ST-GCN++,dataset/dataset/chute14/cam5.avi#f1019-1049,1,0.11652826,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute14/cam5.avi#f1050-1080,0,0.18658533,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute14/cam6.avi#f1019-1049,1,0.70000865,1,0.906250,FALL,1,"{""target_jump"": 2, ""torso_missing"": 4}"
RTMPose+ST-GCN++,dataset/dataset/chute14/cam6.avi#f1050-1080,0,0.98915501,1,0.609375,FALL,0,"{""target_jump"": 17, ""torso_missing"": 16}"
RTMPose+ST-GCN++,dataset/dataset/chute14/cam7.avi#f998-1028,1,0.45287171,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute14/cam7.avi#f1029-1059,0,0.98945175,1,0.562500,FALL,0,"{""implausible_bone"": 14, ""target_jump"": 10, ""torso_missing"": 18}"
RTMPose+ST-GCN++,dataset/dataset/chute14/cam8.avi#f1005-1035,1,0.13393254,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute14/cam8.avi#f1036-1066,0,0.93984114,1,0.093750,UNKNOWN,0,"{""target_jump"": 58, ""torso_missing"": 58}"
RTMPose+ST-GCN++,dataset/dataset/chute15/cam2.avi#f743-773,0,0.10451727,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute15/cam2.avi#f774-804,1,0.98670164,1,0.781250,FALL,1,"{""implausible_bone"": 2, ""target_jump"": 8, ""torso_missing"": 10}"
RTMPose+ST-GCN++,dataset/dataset/chute15/cam4.avi#f739-769,0,0.13800510,0,0.968750,ADL,1,"{""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute15/cam4.avi#f770-800,1,0.78374365,1,0.843750,FALL,1,"{""implausible_bone"": 2, ""too_few_joints"": 2, ""torso_missing"": 10}"
RTMPose+ST-GCN++,dataset/dataset/chute15/cam5.avi#f758-788,0,0.23839482,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute15/cam5.avi#f789-819,1,0.99713026,1,0.781250,FALL,1,"{""implausible_bone"": 8, ""target_jump"": 6, ""torso_missing"": 8}"
RTMPose+ST-GCN++,dataset/dataset/chute15/cam6.avi#f764-794,0,0.20235573,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute15/cam6.avi#f795-825,1,0.78873010,1,0.750000,FALL,1,"{""target_jump"": 4, ""too_few_joints"": 2, ""torso_missing"": 16}"
RTMPose+ST-GCN++,dataset/dataset/chute15/cam7.avi#f747-777,0,0.17291849,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute15/cam7.avi#f778-808,1,0.24517976,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute15/cam8.avi#f724-754,0,0.10358653,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute15/cam8.avi#f755-785,1,0.20382372,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute16/cam2.avi#f409-439,0,0.83176824,1,0.906250,FALL,0,"{""implausible_bone"": 2, ""target_jump"": 6}"
RTMPose+ST-GCN++,dataset/dataset/chute16/cam2.avi#f847-877,0,0.99982905,1,0.390625,UNKNOWN,0,"{""implausible_bone"": 12, ""target_jump"": 31, ""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute16/cam2.avi#f925-955,1,0.19960541,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute16/cam4.avi#f382-412,0,0.08947855,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute16/cam4.avi#f820-850,0,0.99989165,1,0.062500,UNKNOWN,0,"{""implausible_bone"": 15, ""target_jump"": 11, ""too_few_joints"": 15, ""torso_missing"": 60}"
RTMPose+ST-GCN++,dataset/dataset/chute16/cam4.avi#f898-928,1,0.90541680,1,0.671875,FALL,1,"{""torso_missing"": 21}"
RTMPose+ST-GCN++,dataset/dataset/chute16/cam5.avi#f392-422,0,0.99999809,1,0.875000,FALL,0,"{""target_jump"": 8}"
RTMPose+ST-GCN++,dataset/dataset/chute16/cam5.avi#f830-860,0,0.27121935,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute16/cam5.avi#f908-938,1,0.12196579,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute16/cam6.avi#f389-419,0,0.06481918,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute16/cam6.avi#f827-857,0,0.12173519,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute16/cam6.avi#f905-935,1,0.94446929,1,0.640625,FALL,1,"{""implausible_bone"": 6, ""target_jump"": 8, ""torso_missing"": 15}"
RTMPose+ST-GCN++,dataset/dataset/chute16/cam7.avi#f383-413,0,0.08260043,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute16/cam7.avi#f821-851,0,0.11386532,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute16/cam7.avi#f899-929,1,0.74861567,1,0.968750,FALL,1,"{""too_few_joints"": 2, ""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute16/cam8.avi#f383-413,0,0.14814677,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute16/cam8.avi#f821-851,0,0.15248439,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute16/cam8.avi#f899-929,1,0.12914267,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute17/cam2.avi#f367-397,0,0.10311690,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute17/cam2.avi#f761-791,1,0.45716195,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute17/cam4.avi#f341-371,0,0.87053381,1,0.812500,FALL,0,"{""implausible_bone"": 6, ""too_few_joints"": 2, ""torso_missing"": 12}"
RTMPose+ST-GCN++,dataset/dataset/chute17/cam4.avi#f735-765,1,0.97582380,1,0.546875,FALL,1,"{""implausible_bone"": 8, ""target_jump"": 2, ""too_few_joints"": 2, ""torso_missing"": 29}"
RTMPose+ST-GCN++,dataset/dataset/chute17/cam5.avi#f351-381,0,0.99979068,1,0.406250,UNKNOWN,0,"{""implausible_bone"": 18, ""target_jump"": 22, ""torso_missing"": 18}"
RTMPose+ST-GCN++,dataset/dataset/chute17/cam5.avi#f745-775,1,0.99714078,1,0.843750,FALL,1,"{""target_jump"": 10}"
RTMPose+ST-GCN++,dataset/dataset/chute17/cam6.avi#f341-371,0,0.75524227,1,0.859375,FALL,0,"{""torso_missing"": 9}"
RTMPose+ST-GCN++,dataset/dataset/chute17/cam6.avi#f735-765,1,0.95260528,1,0.843750,FALL,1,"{""torso_missing"": 10}"
RTMPose+ST-GCN++,dataset/dataset/chute17/cam7.avi#f370-400,0,0.99609701,1,0.968750,FALL,0,"{""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute17/cam7.avi#f764-794,1,0.46483339,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute17/cam8.avi#f359-389,0,0.75242025,1,1.000000,FALL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute17/cam8.avi#f753-783,1,0.11244992,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute18/cam2.avi#f635-665,0,0.93241251,1,0.890625,FALL,0,"{""implausible_bone"": 7, ""target_jump"": 5}"
RTMPose+ST-GCN++,dataset/dataset/chute18/cam2.avi#f676-706,1,0.99629575,1,0.156250,UNKNOWN,1,"{""target_jump"": 52, ""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute18/cam4.avi#f530-560,0,0.56868983,1,0.968750,FALL,0,"{""too_few_joints"": 2, ""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute18/cam4.avi#f571-601,1,0.99993594,1,0.718750,FALL,1,"{""implausible_bone"": 8, ""target_jump"": 2, ""too_few_joints"": 4, ""torso_missing"": 16}"
RTMPose+ST-GCN++,dataset/dataset/chute18/cam5.avi#f615-645,0,0.12237653,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute18/cam5.avi#f656-686,1,0.11644362,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute18/cam6.avi#f638-668,0,0.76701929,1,0.968750,FALL,0,"{""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute18/cam6.avi#f679-709,1,0.98633103,1,0.968750,FALL,1,"{""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute18/cam7.avi#f638-668,0,1.00000000,1,0.187500,UNKNOWN,0,"{""implausible_bone"": 33, ""target_jump"": 52, ""torso_missing"": 10}"
RTMPose+ST-GCN++,dataset/dataset/chute18/cam7.avi#f679-709,1,0.99773817,1,0.875000,FALL,1,"{""implausible_bone"": 8, ""target_jump"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute18/cam8.avi#f607-637,0,0.15226530,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute18/cam8.avi#f648-678,1,0.51573138,1,1.000000,FALL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam2.avi#f447-477,0,0.13507113,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam2.avi#f495-525,0,0.98752901,1,0.609375,FALL,0,"{""implausible_bone"": 5, ""target_jump"": 25}"
RTMPose+ST-GCN++,dataset/dataset/chute19/cam2.avi#f527-557,1,0.21113667,0,0.968750,ADL,0,"{""target_jump"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute19/cam2.avi#f557-587,1,0.12940849,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam2.avi#f587-617,1,0.21780164,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam4.avi#f439-469,0,0.10056088,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam4.avi#f487-517,0,0.22754075,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam4.avi#f519-549,1,0.76887571,1,0.937500,FALL,1,"{""implausible_bone"": 2, ""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute19/cam4.avi#f549-579,1,0.99814314,1,0.203125,UNKNOWN,1,"{""implausible_bone"": 12, ""target_jump"": 2, ""too_few_joints"": 14, ""torso_missing"": 49}"
RTMPose+ST-GCN++,dataset/dataset/chute19/cam4.avi#f579-609,1,0.99497466,1,0.062500,UNKNOWN,1,"{""implausible_bone"": 18, ""target_jump"": 4, ""too_few_joints"": 34, ""torso_missing"": 60}"
RTMPose+ST-GCN++,dataset/dataset/chute19/cam5.avi#f425-455,0,0.12287876,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam5.avi#f473-503,0,0.13950700,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam5.avi#f505-535,1,0.14830395,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam5.avi#f535-565,1,0.99037318,1,0.781250,FALL,1,"{""implausible_bone"": 2, ""too_few_joints"": 12, ""torso_missing"": 14}"
RTMPose+ST-GCN++,dataset/dataset/chute19/cam5.avi#f565-595,1,0.99433018,1,0.578125,FALL,1,"{""implausible_bone"": 5, ""target_jump"": 4, ""too_few_joints"": 12, ""torso_missing"": 27}"
RTMPose+ST-GCN++,dataset/dataset/chute19/cam6.avi#f449-479,0,0.41646532,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam6.avi#f497-527,0,0.22456130,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam6.avi#f529-559,1,0.47703411,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam6.avi#f559-589,1,0.95330495,1,0.390625,UNKNOWN,1,"{""target_jump"": 15, ""torso_missing"": 37}"
RTMPose+ST-GCN++,dataset/dataset/chute19/cam6.avi#f589-619,1,0.93681364,1,0.296875,UNKNOWN,1,"{""target_jump"": 6, ""torso_missing"": 45}"
RTMPose+ST-GCN++,dataset/dataset/chute19/cam7.avi#f420-450,0,0.09009869,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam7.avi#f468-498,0,0.21611059,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam7.avi#f500-530,1,0.40870531,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam7.avi#f530-560,1,0.99727872,1,0.250000,UNKNOWN,1,"{""implausible_bone"": 16, ""target_jump"": 13, ""too_few_joints"": 31, ""torso_missing"": 48}"
RTMPose+ST-GCN++,dataset/dataset/chute19/cam7.avi#f560-590,1,0.99789852,1,0.031250,UNKNOWN,1,"{""implausible_bone"": 42, ""target_jump"": 20, ""too_few_joints"": 8, ""torso_missing"": 54}"
RTMPose+ST-GCN++,dataset/dataset/chute19/cam8.avi#f440-470,0,0.08916873,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam8.avi#f488-518,0,0.18703535,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam8.avi#f520-550,1,0.35458480,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute19/cam8.avi#f550-580,1,0.79479379,1,0.937500,FALL,1,"{""target_jump"": 4, ""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute19/cam8.avi#f580-610,1,0.64157335,1,0.937500,FALL,1,"{""target_jump"": 4, ""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute20/cam2.avi#f359-389,0,0.16295191,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam2.avi#f409-439,0,0.18426430,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam2.avi#f554-584,1,0.08634515,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam2.avi#f584-614,1,0.13312607,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam2.avi#f614-644,1,0.14568383,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam2.avi#f644-674,1,0.40547317,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam4.avi#f360-390,0,0.08902949,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam4.avi#f410-440,0,0.11903713,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam4.avi#f555-585,1,0.18505910,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam4.avi#f585-615,1,0.87766907,1,0.906250,FALL,1,"{""implausible_bone"": 2, ""too_few_joints"": 2, ""torso_missing"": 6}"
RTMPose+ST-GCN++,dataset/dataset/chute20/cam4.avi#f615-645,1,0.98173176,1,0.500000,FALL,1,"{""implausible_bone"": 5, ""too_few_joints"": 21, ""torso_missing"": 32}"
RTMPose+ST-GCN++,dataset/dataset/chute20/cam4.avi#f645-675,1,0.99999970,1,0.062500,UNKNOWN,1,"{""implausible_bone"": 24, ""target_jump"": 21, ""too_few_joints"": 22, ""torso_missing"": 60}"
RTMPose+ST-GCN++,dataset/dataset/chute20/cam5.avi#f360-390,0,0.15022202,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam5.avi#f410-440,0,0.14354911,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam5.avi#f555-585,1,0.16773031,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam5.avi#f585-615,1,0.14731533,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam5.avi#f615-645,1,0.13813719,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam5.avi#f645-675,1,0.88794760,1,0.734375,FALL,1,"{""implausible_bone"": 2, ""too_few_joints"": 11, ""torso_missing"": 17}"
RTMPose+ST-GCN++,dataset/dataset/chute20/cam6.avi#f354-384,0,0.09780925,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam6.avi#f404-434,0,0.11326102,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam6.avi#f549-579,1,0.40254918,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam6.avi#f579-609,1,0.78349197,1,1.000000,FALL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam6.avi#f609-639,1,0.94439818,1,0.484375,UNKNOWN,1,"{""target_jump"": 10, ""too_few_joints"": 2, ""torso_missing"": 33}"
RTMPose+ST-GCN++,dataset/dataset/chute20/cam6.avi#f639-669,1,0.99008855,1,0.468750,UNKNOWN,1,"{""target_jump"": 4, ""too_few_joints"": 8, ""torso_missing"": 34}"
RTMPose+ST-GCN++,dataset/dataset/chute20/cam7.avi#f354-384,0,0.31799185,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam7.avi#f404-434,0,0.10187624,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam7.avi#f549-579,1,0.27673976,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam7.avi#f579-609,1,0.76502469,1,0.781250,FALL,1,"{""target_jump"": 6, ""torso_missing"": 14}"
RTMPose+ST-GCN++,dataset/dataset/chute20/cam7.avi#f609-639,1,0.98631212,1,0.671875,FALL,1,"{""implausible_bone"": 3, ""target_jump"": 7, ""too_few_joints"": 6, ""torso_missing"": 21}"
RTMPose+ST-GCN++,dataset/dataset/chute20/cam7.avi#f639-669,1,0.96116742,1,0.750000,FALL,1,"{""implausible_bone"": 4, ""target_jump"": 2, ""too_few_joints"": 6, ""torso_missing"": 16}"
RTMPose+ST-GCN++,dataset/dataset/chute20/cam8.avi#f350-380,0,0.14288515,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam8.avi#f400-430,0,0.14160982,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam8.avi#f545-575,1,0.19340040,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam8.avi#f575-605,1,0.15627860,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam8.avi#f605-635,1,0.15547065,0,1.000000,ADL,0,{}
RTMPose+ST-GCN++,dataset/dataset/chute20/cam8.avi#f635-665,1,0.94877021,1,0.656250,FALL,1,"{""implausible_bone"": 6, ""target_jump"": 18, ""torso_missing"": 12}"
RTMPose+ST-GCN++,dataset/dataset/chute21/cam2.avi#f568-598,0,0.14122912,0,1.000000,ADL,1,{}
RTMPose+ST-GCN++,dataset/dataset/chute21/cam2.avi#f898-928,1,0.74677743,1,0.968750,FALL,1,"{""torso_missing"": 2}"
RTMPose+ST-GCN++,dataset/dataset/chute21/cam4.avi#f538-568,0,0.99996114,1,0.218750,UNKNOWN,0,"{""implausible_bone"": 13, ""target_jump"": 35, ""too_few_joints"": 4, ""torso_missing"": 14}"
RTMPose+ST-GCN++,dataset/dataset/chute21/cam4.avi#f868-898,1,0.99999994,1,0.062500,UNKNOWN,1,"{""implausible_bone"": 14, ""target_jump"": 6, ""too_few_joints"": 34, ""torso_missing"": 58}"
