segment_id,video_path,label,class_name,subject,source_kind,start_seconds,end_seconds,duration_seconds,description,source_classes
Subject 2/Fall/02.mp4#t0.000-2.600-walking-2,Subject 2/Fall/02.mp4,0,walking,2,fall,0.000000,2.600000,2.600000,Right side fall on the ground after walking, Falling (SW)[2.7 to 8]; Walking[0 to 2.6]
Subject 2/Fall/03.mp4#t0.000-7.000-falling-1,Subject 2/Fall/03.mp4,4,falling,2,fall,0.000000,7.000000,7.000000,Forward fall on the bed, Falling (FW)[0 to 7]
Subject 2/Fall/04.mp4#t3.300-10.000-falling-1,Subject 2/Fall/04.mp4,4,falling,2,fall,3.300000,10.000000,6.700000,Seeing outside the window then backward fall, Falling (BW)[3.3 to 10]; Standing[0 to 3.1]
Subject 2/Fall/04.mp4#t0.000-3.100-standing-2,Subject 2/Fall/04.mp4,1,standing,2,fall,0.000000,3.100000,3.100000,Seeing outside the window then backward fall, Falling (BW)[3.3 to 10]; Standing[0 to 3.1]
Subject 2/Fall/05.mp4#t0.800-4.000-falling-1,Subject 2/Fall/05.mp4,4,falling,2,fall,0.800000,4.000000,3.200000,Left side fall (face hidden by hand), Falling (SW)[0.8 to 4]; Standing[0 to 0.7]
Subject 2/Fall/05.mp4#t0.000-0.700-standing-2,Subject 2/Fall/05.mp4,1,standing,2,fall,0.000000,0.700000,0.700000,Left side fall (face hidden by hand), Falling (SW)[0.8 to 4]; Standing[0 to 0.7]
Subject 2/Fall/06.mp4#t2.100-6.000-falling-1,Subject 2/Fall/06.mp4,4,falling,2,fall,2.100000,6.000000,3.900000,Walking while seeing the mobile phone then fall backward (left hand not fully in the frame), Falling (BW)[2.1 to 6]; Walking[0 to 1.9]
Subject 2/Fall/06.mp4#t0.000-1.900-walking-2,Subject 2/Fall/06.mp4,0,walking,2,fall,0.000000,1.900000,1.900000,Walking while seeing the mobile phone then fall backward (left hand not fully in the frame), Falling (BW)[2.1 to 6]; Walking[0 to 1.9]
Subject 2/Fall/07.mp4#t2.000-4.000-falling-1,Subject 2/Fall/07.mp4,4,falling,2,fall,2.000000,4.000000,2.000000,Falling (forward) after trying to pick the bottle from the ground, Falling (FW)[2 to 4]; Standing[0 to 1.7]
Subject 2/Fall/07.mp4#t0.000-1.700-standing-2,Subject 2/Fall/07.mp4,1,standing,2,fall,0.000000,1.700000,1.700000,Falling (forward) after trying to pick the bottle from the ground, Falling (FW)[2 to 4]; Standing[0 to 1.7]
Subject 2/Fall/08.mp4#t3.200-6.000-falling-1,Subject 2/Fall/08.mp4,4,falling,2,fall,3.200000,6.000000,2.800000,Reading a newspaper in the sitting position on the ground then falling backward, Falling (BW)[3.2 to 6]; Reading[0 to 2.1]; Sitting[0 to 3]
Subject 2/Fall/08.mp4#t0.000-3.000-sitting-2,Subject 2/Fall/08.mp4,2,sitting,2,fall,0.000000,3.000000,3.000000,Reading a newspaper in the sitting position on the ground then falling backward, Falling (BW)[3.2 to 6]; Reading[0 to 2.1]; Sitting[0 to 3]
Subject 2/Fall/09.mp4#t1.800-5.000-falling-1,Subject 2/Fall/09.mp4,4,falling,2,fall,1.800000,5.000000,3.200000,Falling backward after walking, Falling (BW)[1.8 to 5]; Walking[0 to 1.7]
Subject 2/Fall/09.mp4#t0.000-1.700-walking-2,Subject 2/Fall/09.mp4,0,walking,2,fall,0.000000,1.700000,1.700000,Falling backward after walking, Falling (BW)[1.8 to 5]; Walking[0 to 1.7]
Subject 2/Fall/10.mp4#t2.000-4.000-falling-1,Subject 2/Fall/10.mp4,4,falling,2,fall,2.000000,4.000000,2.000000,Right side fall then backward, Falling (BW)[2 to 4]; Falling (SW)[4 to 11]; Walking[0 to 1.8]
Subject 2/Fall/10.mp4#t4.000-11.000-falling-2,Subject 2/Fall/10.mp4,4,falling,2,fall,4.000000,11.000000,7.000000,Right side fall then backward, Falling (BW)[2 to 4]; Falling (SW)[4 to 11]; Walking[0 to 1.8]
Subject 2/Fall/10.mp4#t0.000-1.800-walking-3,Subject 2/Fall/10.mp4,0,walking,2,fall,0.000000,1.800000,1.800000,Right side fall then backward, Falling (BW)[2 to 4]; Falling (SW)[4 to 11]; Walking[0 to 1.8]
Subject 2/Fall/11.mp4#t0.000-1.300-walking-1,Subject 2/Fall/11.mp4,0,walking,2,fall,0.000000,1.300000,1.300000,Falling from bed to ground, Falling (BW[5.9 to 10]; Walking[0 to 1.3]
Subject 2/Fall/12.mp4#t6.900-12.000-falling-1,Subject 2/Fall/12.mp4,4,falling,2,fall,6.900000,12.000000,5.100000,Drinking water from the water bottle then falling backwards, Falling (BW)[6.9 to 12]; Drinking[3.5 to 5.3]; Standing[3.6 to 6.9]; Walking[0 to 3.6]
Subject 2/Fall/12.mp4#t3.600-6.900-standing-2,Subject 2/Fall/12.mp4,1,standing,2,fall,3.600000,6.900000,3.300000,Drinking water from the water bottle then falling backwards, Falling (BW)[6.9 to 12]; Drinking[3.5 to 5.3]; Standing[3.6 to 6.9]; Walking[0 to 3.6]
Subject 2/Fall/12.mp4#t0.000-3.600-walking-3,Subject 2/Fall/12.mp4,0,walking,2,fall,0.000000,3.600000,3.600000,Drinking water from the water bottle then falling backwards, Falling (BW)[6.9 to 12]; Drinking[3.5 to 5.3]; Standing[3.6 to 6.9]; Walking[0 to 3.6]
Subject 2/Fall/13.mp4#t2.500-8.000-falling-1,Subject 2/Fall/13.mp4,4,falling,2,fall,2.500000,8.000000,5.500000,Falling backward (side view), Falling (BW)[2.5 to 8]; Standing[0 to 2.5]
Subject 2/Fall/13.mp4#t0.000-2.500-standing-2,Subject 2/Fall/13.mp4,1,standing,2,fall,0.000000,2.500000,2.500000,Falling backward (side view), Falling (BW)[2.5 to 8]; Standing[0 to 2.5]
Subject 2/Fall/14.mp4#t3.400-11.000-falling-1,Subject 2/Fall/14.mp4,4,falling,2,fall,3.400000,11.000000,7.600000,Falling backward on the bed,Falling (BW)[3.4 to 11]; Standing[0 to 3.2]
Subject 2/Fall/14.mp4#t0.000-3.200-standing-2,Subject 2/Fall/14.mp4,1,standing,2,fall,0.000000,3.200000,3.200000,Falling backward on the bed,Falling (BW)[3.4 to 11]; Standing[0 to 3.2]
Subject 2/Fall/15.mp4#t7.700-11.000-falling-1,Subject 2/Fall/15.mp4,4,falling,2,fall,7.700000,11.000000,3.300000,Writing while sitting on the bed; then falling on the ground, Falling (SW)[7.7 to 11]; Sitting[0 to 7.7]; Writing[0 to 4.6]
Subject 2/Fall/15.mp4#t0.000-7.700-sitting-2,Subject 2/Fall/15.mp4,2,sitting,2,fall,0.000000,7.700000,7.700000,Writing while sitting on the bed; then falling on the ground, Falling (SW)[7.7 to 11]; Sitting[0 to 7.7]; Writing[0 to 4.6]
Subject 2/Fall/16.mp4#t0.800-4.000-falling-1,Subject 2/Fall/16.mp4,4,falling,2,fall,0.800000,4.000000,3.200000,Walking then falling forward, Falling (FW)[0.8 to 4]; Walking[0 to 0.6]
Subject 2/Fall/16.mp4#t0.000-0.600-walking-2,Subject 2/Fall/16.mp4,0,walking,2,fall,0.000000,0.600000,0.600000,Walking then falling forward, Falling (FW)[0.8 to 4]; Walking[0 to 0.6]
Subject 2/Fall/17.mp4#t2.500-6.000-falling-1,Subject 2/Fall/17.mp4,4,falling,2,fall,2.500000,6.000000,3.500000,Walking then falling forward, Falling (FW)[2.5 to 6]; Walking[0 to 2.1]
Subject 2/Fall/17.mp4#t0.000-2.100-walking-2,Subject 2/Fall/17.mp4,0,walking,2,fall,0.000000,2.100000,2.100000,Walking then falling forward, Falling (FW)[2.5 to 6]; Walking[0 to 2.1]
Subject 2/Fall/18.mp4#t9.800-11.000-falling-1,Subject 2/Fall/18.mp4,4,falling,2,fall,9.800000,11.000000,1.200000,Picking a water bottle from the ground and drinking water from it then falling forward on the ground, Falling (FW)[9.8 to 11]; Drinking[3.9 to 5.8]; Standing[0 to 2.3]; Walking[2.3 to 4.3]
Subject 2/Fall/18.mp4#t0.000-2.300-standing-2,Subject 2/Fall/18.mp4,1,standing,2,fall,0.000000,2.300000,2.300000,Picking a water bottle from the ground and drinking water from it then falling forward on the ground, Falling (FW)[9.8 to 11]; Drinking[3.9 to 5.8]; Standing[0 to 2.3]; Walking[2.3 to 4.3]
Subject 2/Fall/18.mp4#t2.300-4.300-walking-3,Subject 2/Fall/18.mp4,0,walking,2,fall,2.300000,4.300000,2.000000,Picking a water bottle from the ground and drinking water from it then falling forward on the ground, Falling (FW)[9.8 to 11]; Drinking[3.9 to 5.8]; Standing[0 to 2.3]; Walking[2.3 to 4.3]
Subject 2/Fall/19.mp4#t8.200-15.000-falling-1,Subject 2/Fall/19.mp4,4,falling,2,fall,8.200000,15.000000,6.800000,Eating in standing position then falling forward,Falling (FW)[8.2 to 15]; Eating[0.9 4.6]; Standing[0 to 8.1]
Subject 2/Fall/19.mp4#t0.000-8.100-standing-2,Subject 2/Fall/19.mp4,1,standing,2,fall,0.000000,8.100000,8.100000,Eating in standing position then falling forward,Falling (FW)[8.2 to 15]; Eating[0.9 4.6]; Standing[0 to 8.1]
Subject 2/Fall/20.mp4#t7.900-11.000-falling-1,Subject 2/Fall/20.mp4,4,falling,2,fall,7.900000,11.000000,3.100000,Eating in standing position then falling forward,Falling (FW)[7.9 to 11]; Eating[1.6 to 3.2]; Standing[0 to 7.7]
Subject 2/Fall/20.mp4#t0.000-7.700-standing-2,Subject 2/Fall/20.mp4,1,standing,2,fall,0.000000,7.700000,7.700000,Eating in standing position then falling forward,Falling (FW)[7.9 to 11]; Eating[1.6 to 3.2]; Standing[0 to 7.7]
Subject 2/Fall/21.mp4#t6.200-9.000-falling-1,Subject 2/Fall/21.mp4,4,falling,2,fall,6.200000,9.000000,2.800000,Standing then falling sideways, Falling (SW)[6.2 to 9]; Standing[0 to 4.9]; Walking[4.9 to 6.1]
Subject 2/Fall/21.mp4#t0.000-4.900-standing-2,Subject 2/Fall/21.mp4,1,standing,2,fall,0.000000,4.900000,4.900000,Standing then falling sideways, Falling (SW)[6.2 to 9]; Standing[0 to 4.9]; Walking[4.9 to 6.1]
Subject 2/Fall/21.mp4#t4.900-6.100-walking-3,Subject 2/Fall/21.mp4,0,walking,2,fall,4.900000,6.100000,1.200000,Standing then falling sideways, Falling (SW)[6.2 to 9]; Standing[0 to 4.9]; Walking[4.9 to 6.1]
Subject 2/Fall/22.mp4#t1.300-5.000-falling-1,Subject 2/Fall/22.mp4,4,falling,2,fall,1.300000,5.000000,3.700000,Walking then falling forward, Falling (FW)[1.3 to 5]; Walking[0 to 1.2]
Subject 2/Fall/22.mp4#t0.000-1.200-walking-2,Subject 2/Fall/22.mp4,0,walking,2,fall,0.000000,1.200000,1.200000,Walking then falling forward, Falling (FW)[1.3 to 5]; Walking[0 to 1.2]
Subject 2/Fall/23.mp4#t3.600-7.000-falling-1,Subject 2/Fall/23.mp4,4,falling,2,fall,3.600000,7.000000,3.400000,Standing then falling sideways, Falling (SW)[3.6 to 7]; Standing[0 to 3.6]
Subject 2/Fall/23.mp4#t0.000-3.600-standing-2,Subject 2/Fall/23.mp4,1,standing,2,fall,0.000000,3.600000,3.600000,Standing then falling sideways, Falling (SW)[3.6 to 7]; Standing[0 to 3.6]
Subject 2/Fall/24.mp4#t3.300-6.400-falling-1,Subject 2/Fall/24.mp4,4,falling,2,fall,3.300000,6.400000,3.100000,Standing from the bed and then falling sideways on the ground, Falling (SW)[3.3 to 6.4]; Sitting[0 to 1.7]; Standing[2 to 3.2]
Subject 2/Fall/24.mp4#t0.000-1.700-sitting-2,Subject 2/Fall/24.mp4,2,sitting,2,fall,0.000000,1.700000,1.700000,Standing from the bed and then falling sideways on the ground, Falling (SW)[3.3 to 6.4]; Sitting[0 to 1.7]; Standing[2 to 3.2]
Subject 2/Fall/24.mp4#t2.000-3.200-standing-3,Subject 2/Fall/24.mp4,1,standing,2,fall,2.000000,3.200000,1.200000,Standing from the bed and then falling sideways on the ground, Falling (SW)[3.3 to 6.4]; Sitting[0 to 1.7]; Standing[2 to 3.2]
Subject 2/Fall/25.mp4#t3.000-7.000-falling-1,Subject 2/Fall/25.mp4,4,falling,2,fall,3.000000,7.000000,4.000000,Standing then falling backward on the ground, Falling (BW)[3 to 7]; Standing[0 to 3]
Subject 2/Fall/25.mp4#t0.000-3.000-standing-2,Subject 2/Fall/25.mp4,1,standing,2,fall,0.000000,3.000000,3.000000,Standing then falling backward on the ground, Falling (BW)[3 to 7]; Standing[0 to 3]
Subject 3/ADL/01.mp4#t0.000-8.000-sitting-1,Subject 3/ADL/01.mp4,2,sitting,3,adl,0.000000,8.000000,8.000000,Writing something in the notebook while sitting on the bed,Sitting[0 to 8]; Writing[0 to 8]
Subject 3/ADL/02.mp4#t0.000-9.000-standing-1,Subject 3/ADL/02.mp4,1,standing,3,adl,0.000000,9.000000,9.000000,Exercise (Hand up & down), Exercising[0 to 9]; Standing[0 to 9]
Subject 3/ADL/03.mp4#t3.000-7.400-sitting-1,Subject 3/ADL/03.mp4,2,sitting,3,adl,3.000000,7.400000,4.400000,Getting up from the sleeping position from the bed; Putting a mask on the face; then walking, Sitting[3 to 7.4]; Sleeping[0 to 1]; Standing[7.6 to 8.4]; Walking[8.5 to 9]
Subject 3/ADL/03.mp4#t0.000-1.000-lying_sleeping-2,Subject 3/ADL/03.mp4,3,lying_sleeping,3,adl,0.000000,1.000000,1.000000,Getting up from the sleeping position from the bed; Putting a mask on the face; then walking, Sitting[3 to 7.4]; Sleeping[0 to 1]; Standing[7.6 to 8.4]; Walking[8.5 to 9]
Subject 3/ADL/03.mp4#t7.600-8.400-standing-3,Subject 3/ADL/03.mp4,1,standing,3,adl,7.600000,8.400000,0.800000,Getting up from the sleeping position from the bed; Putting a mask on the face; then walking, Sitting[3 to 7.4]; Sleeping[0 to 1]; Standing[7.6 to 8.4]; Walking[8.5 to 9]
Subject 3/ADL/03.mp4#t8.500-9.000-walking-4,Subject 3/ADL/03.mp4,0,walking,3,adl,8.500000,9.000000,0.500000,Getting up from the sleeping position from the bed; Putting a mask on the face; then walking, Sitting[3 to 7.4]; Sleeping[0 to 1]; Standing[7.6 to 8.4]; Walking[8.5 to 9]
Subject 3/ADL/04.mp4#t9.200-10.000-sitting-1,Subject 3/ADL/04.mp4,2,sitting,3,adl,9.200000,10.000000,0.800000,Picking a book from the floor and putting it on the bed; sitting on the bed, Sitting[9.2 to 10]; Standing[2.4 to 3.6; 6.6 to 7.9; Walking[3.6 to 5.2; 7.9 to 9.2] 
Subject 3/ADL/04.mp4#t2.400-3.600-standing-2,Subject 3/ADL/04.mp4,1,standing,3,adl,2.400000,3.600000,1.200000,Picking a book from the floor and putting it on the bed; sitting on the bed, Sitting[9.2 to 10]; Standing[2.4 to 3.6; 6.6 to 7.9; Walking[3.6 to 5.2; 7.9 to 9.2] 
Subject 3/ADL/04.mp4#t6.600-7.900-standing-3,Subject 3/ADL/04.mp4,1,standing,3,adl,6.600000,7.900000,1.300000,Picking a book from the floor and putting it on the bed; sitting on the bed, Sitting[9.2 to 10]; Standing[2.4 to 3.6; 6.6 to 7.9; Walking[3.6 to 5.2; 7.9 to 9.2] 
Subject 3/ADL/04.mp4#t3.600-5.200-standing-4,Subject 3/ADL/04.mp4,1,standing,3,adl,3.600000,5.200000,1.600000,Picking a book from the floor and putting it on the bed; sitting on the bed, Sitting[9.2 to 10]; Standing[2.4 to 3.6; 6.6 to 7.9; Walking[3.6 to 5.2; 7.9 to 9.2] 
Subject 3/ADL/04.mp4#t7.900-9.200-standing-5,Subject 3/ADL/04.mp4,1,standing,3,adl,7.900000,9.200000,1.300000,Picking a book from the floor and putting it on the bed; sitting on the bed, Sitting[9.2 to 10]; Standing[2.4 to 3.6; 6.6 to 7.9; Walking[3.6 to 5.2; 7.9 to 9.2] 
Subject 3/ADL/05.mp4#t0.000-5.000-standing-1,Subject 3/ADL/05.mp4,1,standing,3,adl,0.000000,5.000000,5.000000,Exercising (hand down & up with body bending), Exercising[0 to 5]; Standing[0 to 5]
Subject 3/ADL/06.mp4#t5.100-8.000-sitting-1,Subject 3/ADL/06.mp4,2,sitting,3,adl,5.100000,8.000000,2.900000,Exercising then sitting down on the floor, Exercising[0 to 5.1]; Sitting[5.1 to 8]
Subject 3/ADL/07.mp4#t1.500-2.200-standing-2,Subject 3/ADL/07.mp4,1,standing,3,adl,1.500000,2.200000,0.700000,Exercising (sitting and standing), Exercising[0 to 3]; Standing[0 to 0.3; 1.5 to 2.2]
Subject 3/ADL/08.mp4#t0.000-0.800-sitting-1,Subject 3/ADL/08.mp4,2,sitting,3,adl,0.000000,0.800000,0.800000,Sitting to sleeping on the floor, Sitting[0 to 0.8]; Sleeping[0.8 to 4]
Subject 3/ADL/08.mp4#t0.800-4.000-lying_sleeping-2,Subject 3/ADL/08.mp4,3,lying_sleeping,3,adl,0.800000,4.000000,3.200000,Sitting to sleeping on the floor, Sitting[0 to 0.8]; Sleeping[0.8 to 4]
Subject 3/ADL/09.mp4#t2.500-6.000-sitting-1,Subject 3/ADL/09.mp4,2,sitting,3,adl,2.500000,6.000000,3.500000,Sleeping on the floor to sitting and then standing, Sitting[2.5 to 6]; Sleeping[0 to 2.2]; Standing[6.2 to 7]
Subject 3/ADL/09.mp4#t0.000-2.200-lying_sleeping-2,Subject 3/ADL/09.mp4,3,lying_sleeping,3,adl,0.000000,2.200000,2.200000,Sleeping on the floor to sitting and then standing, Sitting[2.5 to 6]; Sleeping[0 to 2.2]; Standing[6.2 to 7]
Subject 3/ADL/09.mp4#t6.200-7.000-standing-3,Subject 3/ADL/09.mp4,1,standing,3,adl,6.200000,7.000000,0.800000,Sleeping on the floor to sitting and then standing, Sitting[2.5 to 6]; Sleeping[0 to 2.2]; Standing[6.2 to 7]
Subject 3/ADL/10.mp4#t0.000-12.000-standing-1,Subject 3/ADL/10.mp4,1,standing,3,adl,0.000000,12.000000,12.000000,Opening the window curtain and the window, Standing[0 to 12]
Subject 3/ADL/11.mp4#t2.700-12.000-standing-1,Subject 3/ADL/11.mp4,1,standing,3,adl,2.700000,12.000000,9.300000,Closing the window curtain and the window, Standing[2.7 to 12]; Walking[0 to 2.7]
Subject 3/ADL/11.mp4#t0.000-2.700-walking-2,Subject 3/ADL/11.mp4,0,walking,3,adl,0.000000,2.700000,2.700000,Closing the window curtain and the window, Standing[2.7 to 12]; Walking[0 to 2.7]
Subject 3/ADL/12.mp4#t0.800-8.100-sitting-1,Subject 3/ADL/12.mp4,2,sitting,3,adl,0.800000,8.100000,7.300000,Changing pages of a book while sitting on the bed; standing, Reading; Sitting[0.8 to 8.1]; Standing[8.1 to 9.2]; Walking[9.2 to 10]
Subject 3/ADL/12.mp4#t8.100-9.200-standing-2,Subject 3/ADL/12.mp4,1,standing,3,adl,8.100000,9.200000,1.100000,Changing pages of a book while sitting on the bed; standing, Reading; Sitting[0.8 to 8.1]; Standing[8.1 to 9.2]; Walking[9.2 to 10]
Subject 3/ADL/12.mp4#t9.200-10.000-walking-3,Subject 3/ADL/12.mp4,0,walking,3,adl,9.200000,10.000000,0.800000,Changing pages of a book while sitting on the bed; standing, Reading; Sitting[0.8 to 8.1]; Standing[8.1 to 9.2]; Walking[9.2 to 10]
Subject 3/ADL/13.mp4#t0.000-8.000-sitting-1,Subject 3/ADL/13.mp4,2,sitting,3,adl,0.000000,8.000000,8.000000,Sitting on the floor, Sitting[0 to 8]
Subject 3/ADL/14.mp4#t0.000-8.000-sitting-1,Subject 3/ADL/14.mp4,2,sitting,3,adl,0.000000,8.000000,8.000000,Sitting on the floor & drinking water from the water bottle, Drinking[3.5 to 6]; Sitting[0 to 8]
Subject 3/ADL/15.mp4#t0.000-7.000-sitting-1,Subject 3/ADL/15.mp4,2,sitting,3,adl,0.000000,7.000000,7.000000,Reading newspaper while sitting on the floor, Reading[0 to 7]; Sitting[0 to 7]
Subject 3/ADL/16.mp4#t0.000-10.000-sitting-1,Subject 3/ADL/16.mp4,2,sitting,3,adl,0.000000,10.000000,10.000000,Eating while sitting on the ground, Eating[0 to 10]; Sitting[0 to 10]
Subject 3/ADL/17.mp4#t0.000-12.000-sitting-1,Subject 3/ADL/17.mp4,2,sitting,3,adl,0.000000,12.000000,12.000000,Drinking water from a water bottle while sitting on the bed Putting the water bottle on the bed, Drinking[1.8 to 4.1]; Sitting[0 to 12]
Subject 3/ADL/18.mp4#t0.600-11.000-sitting-1,Subject 3/ADL/18.mp4,2,sitting,3,adl,0.600000,11.000000,10.400000,Walking; sitting on the bed and eating biscuits, Eating[5.1 to 5.8]; Sitting[0.6 to 11]; Walking[0 to 0.5]
Subject 3/ADL/18.mp4#t0.000-0.500-walking-2,Subject 3/ADL/18.mp4,0,walking,3,adl,0.000000,0.500000,0.500000,Walking; sitting on the bed and eating biscuits, Eating[5.1 to 5.8]; Sitting[0.6 to 11]; Walking[0 to 0.5]
Subject 3/ADL/19.mp4#t1.800-5.000-walking-1,Subject 3/ADL/19.mp4,0,walking,3,adl,1.800000,5.000000,3.200000,Picking the pen from the floor and putting it on the bed, Walking[1.8 to 5]
Subject 3/ADL/20.mp4#t0.000-9.000-sitting-1,Subject 3/ADL/20.mp4,2,sitting,3,adl,0.000000,9.000000,9.000000,Talking on the phone while sitting on the bed, Sitting[0 to 9]
Subject 3/ADL/21.mp4#t0.000-10.000-sitting-1,Subject 3/ADL/21.mp4,2,sitting,3,adl,0.000000,10.000000,10.000000,Drinking while sitting on the bed, Drinking[0 to 5.1]; Sitting[ 0 to 10]
Subject 3/ADL/22.mp4#t0.000-9.000-sitting-1,Subject 3/ADL/22.mp4,2,sitting,3,adl,0.000000,9.000000,9.000000,Writing while sitting on the bed, Sitting[0 to 9]; Writing[0 to 9]
Subject 3/Fall/01.mp4#t0.000-3.000-falling-1,Subject 3/Fall/01.mp4,4,falling,3,fall,0.000000,3.000000,3.000000,falling forward, Fall (FW)[0 to 3]
Subject 3/Fall/02.mp4#t2.600-6.000-falling-1,Subject 3/Fall/02.mp4,4,falling,3,fall,2.600000,6.000000,3.400000,Falling on the bed (forward), Fall (FW)[2.6 to 6]; Standing[1.3 to 2.2]; Walking[0 to 1.3]
Subject 3/Fall/02.mp4#t1.300-2.200-standing-2,Subject 3/Fall/02.mp4,1,standing,3,fall,1.300000,2.200000,0.900000,Falling on the bed (forward), Fall (FW)[2.6 to 6]; Standing[1.3 to 2.2]; Walking[0 to 1.3]
Subject 3/Fall/02.mp4#t0.000-1.300-walking-3,Subject 3/Fall/02.mp4,0,walking,3,fall,0.000000,1.300000,1.300000,Falling on the bed (forward), Fall (FW)[2.6 to 6]; Standing[1.3 to 2.2]; Walking[0 to 1.3]
Subject 3/Fall/03.mp4#t1.500-5.000-falling-1,Subject 3/Fall/03.mp4,4,falling,3,fall,1.500000,5.000000,3.500000,Falling backward on the floor, Falling (BW)[1.5 to 5]; Standing[0 to 1.5]
Subject 3/Fall/03.mp4#t0.000-1.500-standing-2,Subject 3/Fall/03.mp4,1,standing,3,fall,0.000000,1.500000,1.500000,Falling backward on the floor, Falling (BW)[1.5 to 5]; Standing[0 to 1.5]
Subject 3/Fall/04.mp4#t1.200-5.000-falling-1,Subject 3/Fall/04.mp4,4,falling,3,fall,1.200000,5.000000,3.800000,Walking and then falling backward on the floor, Falling (BW)[1.2 to 5]; Walking[0 to 1.2]
Subject 3/Fall/04.mp4#t0.000-1.200-walking-2,Subject 3/Fall/04.mp4,0,walking,3,fall,0.000000,1.200000,1.200000,Walking and then falling backward on the floor, Falling (BW)[1.2 to 5]; Walking[0 to 1.2]
Subject 3/Fall/05.mp4#t3.200-10.000-falling-1,Subject 3/Fall/05.mp4,4,falling,3,fall,3.200000,10.000000,6.800000,Falling slowly from standing position to the floor, Falling (BW)[3.2 to 10]; Standing[0 to 3]
Subject 3/Fall/05.mp4#t0.000-3.000-standing-2,Subject 3/Fall/05.mp4,1,standing,3,fall,0.000000,3.000000,3.000000,Falling slowly from standing position to the floor, Falling (BW)[3.2 to 10]; Standing[0 to 3]
Subject 3/Fall/06.mp4#t0.000-5.000-falling-1,Subject 3/Fall/06.mp4,4,falling,3,fall,0.000000,5.000000,5.000000,Falling (backward) on the floor from the sitting position, Falling (BW) [0 to 5]
Subject 3/Fall/07.mp4#t1.000-9.000-falling-1,Subject 3/Fall/07.mp4,4,falling,3,fall,1.000000,9.000000,8.000000,Falling on the floor from the standing position, Falling (BW)[1 to 9]; Standing[0 to 1]
Subject 3/Fall/07.mp4#t0.000-1.000-standing-2,Subject 3/Fall/07.mp4,1,standing,3,fall,0.000000,1.000000,1.000000,Falling on the floor from the standing position, Falling (BW)[1 to 9]; Standing[0 to 1]
Subject 3/Fall/08.mp4#t0.000-6.000-falling-1,Subject 3/Fall/08.mp4,4,falling,3,fall,0.000000,6.000000,6.000000,Falling on the right side onto the floor from a standing position, Falling (SW)[0 to 6]
Subject 3/Fall/09.mp4#t3.300-6.000-falling-1,Subject 3/Fall/09.mp4,4,falling,3,fall,3.300000,6.000000,2.700000,Reading the book while sitting on the ground; then falling backward, Falling (BW)[3.3 to 6]; Reading[0 to 3.3]; Sitting[0 to 3.4]
Subject 3/Fall/09.mp4#t0.000-3.400-sitting-2,Subject 3/Fall/09.mp4,2,sitting,3,fall,0.000000,3.400000,3.400000,Reading the book while sitting on the ground; then falling backward, Falling (BW)[3.3 to 6]; Reading[0 to 3.3]; Sitting[0 to 3.4]
Subject 3/Fall/10.mp4#t1.700-4.000-falling-1,Subject 3/Fall/10.mp4,4,falling,3,fall,1.700000,4.000000,2.300000,Falling forward on the bed, Falling (FW)[1.7 to 4]
Subject 3/Fall/11.mp4#t4.700-8.000-falling-1,Subject 3/Fall/11.mp4,4,falling,3,fall,4.700000,8.000000,3.300000,Eating in standing position then falling forward, Falling (FW)[4.7 to 8]; Eating[0 to 2]; Standing[0 to 4.6]
Subject 3/Fall/11.mp4#t0.000-4.600-standing-2,Subject 3/Fall/11.mp4,1,standing,3,fall,0.000000,4.600000,4.600000,Eating in standing position then falling forward, Falling (FW)[4.7 to 8]; Eating[0 to 2]; Standing[0 to 4.6]
Subject 3/Fall/12.mp4#t1.600-4.000-falling-1,Subject 3/Fall/12.mp4,4,falling,3,fall,1.600000,4.000000,2.400000,Falling backward from the bed, Falling (BW)[1.6 to 4]; Standing[0 to 0.8]
Subject 3/Fall/12.mp4#t0.000-0.800-standing-2,Subject 3/Fall/12.mp4,1,standing,3,fall,0.000000,0.800000,0.800000,Falling backward from the bed, Falling (BW)[1.6 to 4]; Standing[0 to 0.8]
Subject 3/Fall/13.mp4#t1.400-4.000-falling-1,Subject 3/Fall/13.mp4,4,falling,3,fall,1.400000,4.000000,2.600000,Writing something in a notebook while sitting position on the floor; then falling backward, Falling (BW)[1.4 to 4]; Sitting[0 to 1.4]; Writing[0 to 1.3]
Subject 3/Fall/13.mp4#t0.000-1.400-sitting-2,Subject 3/Fall/13.mp4,2,sitting,3,fall,0.000000,1.400000,1.400000,Writing something in a notebook while sitting position on the floor; then falling backward, Falling (BW)[1.4 to 4]; Sitting[0 to 1.4]; Writing[0 to 1.3]
Subject 3/Fall/14.mp4#t8.100-12.000-falling-1,Subject 3/Fall/14.mp4,4,falling,3,fall,8.100000,12.000000,3.900000,Falling backward on the floor while removing the shirt and trying to hang it on the hangar, Falling (BW)[8.1 to 12]; Standing[4.6 to 8.1];Walking[0 to 4.6]
Subject 3/Fall/14.mp4#t4.600-8.100-standing-2,Subject 3/Fall/14.mp4,1,standing,3,fall,4.600000,8.100000,3.500000,Falling backward on the floor while removing the shirt and trying to hang it on the hangar, Falling (BW)[8.1 to 12]; Standing[4.6 to 8.1];Walking[0 to 4.6]
