path,video_path,label,subject,dataset,start_frame,end_frame,start_seconds,end_seconds,fall_onset_seconds,pose_valid_ratio
Subject 1/Fall/07.mp4#f80-143,Subject 1/Fall/07.mp4,1,1,gmdcsa24,80,143,2.694641,4.816670,1.100000,1.000000
Subject 1/Fall/08.mp4#f0-63,Subject 1/Fall/08.mp4,1,1,gmdcsa24,0,63,0.000000,2.126095,0.800000,1.000000
Subject 1/Fall/08.mp4#f16-79,Subject 1/Fall/08.mp4,1,1,gmdcsa24,16,79,0.539961,2.666056,0.800000,1.000000
Subject 1/Fall/08.mp4#f32-95,Subject 1/Fall/08.mp4,1,1,gmdcsa24,32,95,1.079921,3.206017,0.800000,1.000000
Subject 1/Fall/08.mp4#f48-111,Subject 1/Fall/08.mp4,1,1,gmdcsa24,48,111,1.619882,3.745978,0.800000,1.000000
Subject 1/Fall/08.mp4#f64-127,Subject 1/Fall/08.mp4,1,1,gmdcsa24,64,127,2.159843,4.285938,0.800000,1.000000
Subject 1/Fall/09.mp4#f0-63,Subject 1/Fall/09.mp4,1,1,gmdcsa24,0,63,0.000000,2.155241,0.700000,1.000000
Subject 1/Fall/09.mp4#f16-79,Subject 1/Fall/09.mp4,1,1,gmdcsa24,16,79,0.547363,2.702604,0.700000,1.000000
Subject 1/Fall/09.mp4#f32-95,Subject 1/Fall/09.mp4,1,1,gmdcsa24,32,95,1.094726,3.249967,0.700000,1.000000
Subject 1/Fall/09.mp4#f48-111,Subject 1/Fall/09.mp4,1,1,gmdcsa24,48,111,1.642088,3.797330,0.700000,1.000000
Subject 1/Fall/09.mp4#f64-127,Subject 1/Fall/09.mp4,1,1,gmdcsa24,64,127,2.189451,4.344692,0.700000,1.000000
Subject 1/Fall/10.mp4#f0-63,Subject 1/Fall/10.mp4,1,1,gmdcsa24,0,63,0.000000,2.130347,0.700000,1.000000
Subject 1/Fall/10.mp4#f16-79,Subject 1/Fall/10.mp4,1,1,gmdcsa24,16,79,0.541041,2.671388,0.700000,1.000000
Subject 1/Fall/10.mp4#f32-95,Subject 1/Fall/10.mp4,1,1,gmdcsa24,32,95,1.082081,3.212429,0.700000,1.000000
Subject 1/Fall/10.mp4#f48-111,Subject 1/Fall/10.mp4,1,1,gmdcsa24,48,111,1.623122,3.753469,0.700000,1.000000
Subject 1/Fall/10.mp4#f64-127,Subject 1/Fall/10.mp4,1,1,gmdcsa24,64,127,2.164162,4.294510,0.700000,1.000000
Subject 1/Fall/11.mp4#f0-63,Subject 1/Fall/11.mp4,1,1,gmdcsa24,0,63,0.000000,2.122299,1.000000,1.000000
Subject 1/Fall/11.mp4#f16-79,Subject 1/Fall/11.mp4,1,1,gmdcsa24,16,79,0.538997,2.661296,1.000000,1.000000
Subject 1/Fall/11.mp4#f32-95,Subject 1/Fall/11.mp4,1,1,gmdcsa24,32,95,1.077993,3.200293,1.000000,1.000000
Subject 1/Fall/11.mp4#f48-111,Subject 1/Fall/11.mp4,1,1,gmdcsa24,48,111,1.616990,3.739289,1.000000,1.000000
Subject 1/Fall/11.mp4#f64-127,Subject 1/Fall/11.mp4,1,1,gmdcsa24,64,127,2.155987,4.278286,1.000000,1.000000
Subject 1/Fall/11.mp4#f80-143,Subject 1/Fall/11.mp4,1,1,gmdcsa24,80,143,2.694983,4.817283,1.000000,1.000000
Subject 1/Fall/11.mp4#f96-159,Subject 1/Fall/11.mp4,1,1,gmdcsa24,96,159,3.233980,5.356280,1.000000,1.000000
Subject 1/Fall/11.mp4#f112-175,Subject 1/Fall/11.mp4,1,1,gmdcsa24,112,175,3.772977,5.895276,1.000000,1.000000
Subject 1/Fall/12.mp4#f16-79,Subject 1/Fall/12.mp4,1,1,gmdcsa24,16,79,0.546672,2.699193,1.900000,1.000000
Subject 1/Fall/12.mp4#f32-95,Subject 1/Fall/12.mp4,1,1,gmdcsa24,32,95,1.093344,3.245865,1.900000,1.000000
Subject 1/Fall/12.mp4#f48-111,Subject 1/Fall/12.mp4,1,1,gmdcsa24,48,111,1.640016,3.792537,1.900000,1.000000
Subject 1/Fall/12.mp4#f64-127,Subject 1/Fall/12.mp4,1,1,gmdcsa24,64,127,2.186688,4.339209,1.900000,1.000000
Subject 1/Fall/12.mp4#f80-143,Subject 1/Fall/12.mp4,1,1,gmdcsa24,80,143,2.733360,4.885881,1.900000,1.000000
Subject 1/Fall/12.mp4#f96-159,Subject 1/Fall/12.mp4,1,1,gmdcsa24,96,159,3.280032,5.432553,1.900000,1.000000
Subject 1/Fall/12.mp4#f112-175,Subject 1/Fall/12.mp4,1,1,gmdcsa24,112,175,3.826704,5.979225,1.900000,1.000000
Subject 1/Fall/12.mp4#f128-191,Subject 1/Fall/12.mp4,1,1,gmdcsa24,128,191,4.373376,6.525897,1.900000,1.000000
Subject 1/Fall/13.mp4#f0-63,Subject 1/Fall/13.mp4,1,1,gmdcsa24,0,63,0.000000,2.126906,0.400000,1.000000
Subject 1/Fall/13.mp4#f16-79,Subject 1/Fall/13.mp4,1,1,gmdcsa24,16,79,0.540167,2.667073,0.400000,1.000000
Subject 1/Fall/13.mp4#f32-95,Subject 1/Fall/13.mp4,1,1,gmdcsa24,32,95,1.080333,3.207240,0.400000,1.000000
Subject 1/Fall/13.mp4#f48-111,Subject 1/Fall/13.mp4,1,1,gmdcsa24,48,111,1.620500,3.747406,0.400000,1.000000
Subject 1/Fall/13.mp4#f64-127,Subject 1/Fall/13.mp4,1,1,gmdcsa24,64,127,2.160667,4.287573,0.400000,1.000000
Subject 1/Fall/14.mp4#f0-63,Subject 1/Fall/14.mp4,1,1,gmdcsa24,0,63,0.000000,2.123858,0.300000,1.000000
Subject 1/Fall/14.mp4#f16-79,Subject 1/Fall/14.mp4,1,1,gmdcsa24,16,79,0.539393,2.663251,0.300000,1.000000
Subject 1/Fall/14.mp4#f32-95,Subject 1/Fall/14.mp4,1,1,gmdcsa24,32,95,1.078785,3.202643,0.300000,1.000000
Subject 1/Fall/14.mp4#f48-111,Subject 1/Fall/14.mp4,1,1,gmdcsa24,48,111,1.618178,3.742036,0.300000,1.000000
Subject 1/Fall/14.mp4#f64-127,Subject 1/Fall/14.mp4,1,1,gmdcsa24,64,127,2.157570,4.281428,0.300000,1.000000
Subject 1/Fall/14.mp4#f80-143,Subject 1/Fall/14.mp4,1,1,gmdcsa24,80,143,2.696963,4.820821,0.300000,1.000000
Subject 1/Fall/14.mp4#f96-159,Subject 1/Fall/14.mp4,1,1,gmdcsa24,96,159,3.236355,5.360213,0.300000,1.000000
Subject 1/Fall/15.mp4#f16-79,Subject 1/Fall/15.mp4,1,1,gmdcsa24,16,79,0.539467,2.663617,1.800000,1.000000
Subject 1/Fall/15.mp4#f32-95,Subject 1/Fall/15.mp4,1,1,gmdcsa24,32,95,1.078933,3.203083,1.800000,1.000000
Subject 1/Fall/15.mp4#f48-111,Subject 1/Fall/15.mp4,1,1,gmdcsa24,48,111,1.618400,3.742550,1.800000,1.000000
Subject 1/Fall/15.mp4#f64-127,Subject 1/Fall/15.mp4,1,1,gmdcsa24,64,127,2.157867,4.282017,1.800000,1.000000
Subject 1/Fall/15.mp4#f80-143,Subject 1/Fall/15.mp4,1,1,gmdcsa24,80,143,2.697333,4.821483,1.800000,1.000000
Subject 1/Fall/15.mp4#f96-159,Subject 1/Fall/15.mp4,1,1,gmdcsa24,96,159,3.236800,5.360950,1.800000,1.000000
Subject 1/Fall/15.mp4#f112-175,Subject 1/Fall/15.mp4,1,1,gmdcsa24,112,175,3.776267,5.900417,1.800000,1.000000
Subject 1/Fall/16.mp4#f0-63,Subject 1/Fall/16.mp4,0,1,gmdcsa24,0,63,0.000000,2.122265,2.800000,1.000000
Subject 1/Fall/16.mp4#f16-79,Subject 1/Fall/16.mp4,0,1,gmdcsa24,16,79,0.538988,2.661253,2.800000,1.000000
Subject 1/Fall/16.mp4#f48-111,Subject 1/Fall/16.mp4,1,1,gmdcsa24,48,111,1.616964,3.739228,2.800000,1.000000
Subject 1/Fall/16.mp4#f64-127,Subject 1/Fall/16.mp4,1,1,gmdcsa24,64,127,2.155951,4.278216,2.800000,1.000000
Subject 1/Fall/16.mp4#f80-143,Subject 1/Fall/16.mp4,1,1,gmdcsa24,80,143,2.694939,4.817204,2.800000,1.000000
Subject 1/Fall/16.mp4#f96-159,Subject 1/Fall/16.mp4,1,1,gmdcsa24,96,159,3.233927,5.356192,2.800000,1.000000
Subject 1/Fall/16.mp4#f112-175,Subject 1/Fall/16.mp4,1,1,gmdcsa24,112,175,3.772915,5.895180,2.800000,1.000000
Subject 2/ADL/01.mp4#f0-63,Subject 2/ADL/01.mp4,0,2,gmdcsa24,0,63,0.000000,2.111179,,1.000000
Subject 2/ADL/01.mp4#f16-79,Subject 2/ADL/01.mp4,0,2,gmdcsa24,16,79,0.536173,2.647352,,1.000000
Subject 2/ADL/01.mp4#f32-95,Subject 2/ADL/01.mp4,0,2,gmdcsa24,32,95,1.072345,3.183524,,1.000000
Subject 2/ADL/01.mp4#f48-111,Subject 2/ADL/01.mp4,0,2,gmdcsa24,48,111,1.608518,3.719697,,1.000000
Subject 2/ADL/01.mp4#f64-127,Subject 2/ADL/01.mp4,0,2,gmdcsa24,64,127,2.144690,4.255869,,1.000000
Subject 2/ADL/01.mp4#f80-143,Subject 2/ADL/01.mp4,0,2,gmdcsa24,80,143,2.680863,4.792042,,1.000000
Subject 2/ADL/01.mp4#f96-159,Subject 2/ADL/01.mp4,0,2,gmdcsa24,96,159,3.217035,5.328215,,1.000000
Subject 2/ADL/01.mp4#f112-175,Subject 2/ADL/01.mp4,0,2,gmdcsa24,112,175,3.753208,5.864387,,1.000000
Subject 2/ADL/01.mp4#f128-191,Subject 2/ADL/01.mp4,0,2,gmdcsa24,128,191,4.289380,6.400560,,1.000000
Subject 2/ADL/01.mp4#f144-207,Subject 2/ADL/01.mp4,0,2,gmdcsa24,144,207,4.825553,6.936732,,1.000000
Subject 2/ADL/01.mp4#f160-223,Subject 2/ADL/01.mp4,0,2,gmdcsa24,160,223,5.361725,7.472905,,1.000000
Subject 2/ADL/01.mp4#f176-239,Subject 2/ADL/01.mp4,0,2,gmdcsa24,176,239,5.897898,8.009077,,1.000000
Subject 2/ADL/01.mp4#f192-255,Subject 2/ADL/01.mp4,0,2,gmdcsa24,192,255,6.434070,8.545250,,1.000000
Subject 2/ADL/01.mp4#f208-271,Subject 2/ADL/01.mp4,0,2,gmdcsa24,208,271,6.970243,9.081422,,1.000000
Subject 2/ADL/01.mp4#f224-287,Subject 2/ADL/01.mp4,0,2,gmdcsa24,224,287,7.506415,9.617595,,1.000000
Subject 2/ADL/01.mp4#f240-303,Subject 2/ADL/01.mp4,0,2,gmdcsa24,240,303,8.042588,10.153767,,1.000000
Subject 2/ADL/01.mp4#f256-319,Subject 2/ADL/01.mp4,0,2,gmdcsa24,256,319,8.578761,10.689940,,1.000000
Subject 2/ADL/01.mp4#f272-335,Subject 2/ADL/01.mp4,0,2,gmdcsa24,272,335,9.114933,11.226112,,1.000000
Subject 2/ADL/02.mp4#f0-63,Subject 2/ADL/02.mp4,0,2,gmdcsa24,0,63,0.000000,2.110751,,1.000000
Subject 2/ADL/02.mp4#f16-79,Subject 2/ADL/02.mp4,0,2,gmdcsa24,16,79,0.536064,2.646814,,1.000000
Subject 2/ADL/02.mp4#f32-95,Subject 2/ADL/02.mp4,0,2,gmdcsa24,32,95,1.072127,3.182878,,1.000000
Subject 2/ADL/02.mp4#f48-111,Subject 2/ADL/02.mp4,0,2,gmdcsa24,48,111,1.608191,3.718942,,1.000000
Subject 2/ADL/02.mp4#f64-127,Subject 2/ADL/02.mp4,0,2,gmdcsa24,64,127,2.144255,4.255005,,1.000000
Subject 2/ADL/02.mp4#f80-143,Subject 2/ADL/02.mp4,0,2,gmdcsa24,80,143,2.680318,4.791069,,1.000000
Subject 2/ADL/02.mp4#f96-159,Subject 2/ADL/02.mp4,0,2,gmdcsa24,96,159,3.216382,5.327132,,1.000000
Subject 2/ADL/02.mp4#f112-175,Subject 2/ADL/02.mp4,0,2,gmdcsa24,112,175,3.752446,5.863196,,1.000000
Subject 2/ADL/02.mp4#f128-191,Subject 2/ADL/02.mp4,0,2,gmdcsa24,128,191,4.288509,6.399260,,1.000000
Subject 2/ADL/02.mp4#f144-207,Subject 2/ADL/02.mp4,0,2,gmdcsa24,144,207,4.824573,6.935323,,1.000000
Subject 2/ADL/02.mp4#f160-223,Subject 2/ADL/02.mp4,0,2,gmdcsa24,160,223,5.360636,7.471387,,1.000000
Subject 2/ADL/02.mp4#f176-239,Subject 2/ADL/02.mp4,0,2,gmdcsa24,176,239,5.896700,8.007451,,1.000000
Subject 2/ADL/02.mp4#f192-255,Subject 2/ADL/02.mp4,0,2,gmdcsa24,192,255,6.432764,8.543514,,1.000000
Subject 2/ADL/02.mp4#f208-271,Subject 2/ADL/02.mp4,0,2,gmdcsa24,208,271,6.968827,9.079578,,1.000000
Subject 2/ADL/02.mp4#f224-287,Subject 2/ADL/02.mp4,0,2,gmdcsa24,224,287,7.504891,9.615642,,1.000000
Subject 2/ADL/02.mp4#f240-303,Subject 2/ADL/02.mp4,0,2,gmdcsa24,240,303,8.040955,10.151705,,1.000000
Subject 2/ADL/02.mp4#f256-319,Subject 2/ADL/02.mp4,0,2,gmdcsa24,256,319,8.577018,10.687769,,1.000000
Subject 2/ADL/02.mp4#f272-335,Subject 2/ADL/02.mp4,0,2,gmdcsa24,272,335,9.113082,11.223833,,1.000000
Subject 2/ADL/02.mp4#f288-351,Subject 2/ADL/02.mp4,0,2,gmdcsa24,288,351,9.649146,11.759896,,1.000000
Subject 2/ADL/03.mp4#f0-63,Subject 2/ADL/03.mp4,0,2,gmdcsa24,0,63,0.000000,2.112506,,1.000000
Subject 2/ADL/03.mp4#f16-79,Subject 2/ADL/03.mp4,0,2,gmdcsa24,16,79,0.536509,2.649015,,1.000000
Subject 2/ADL/03.mp4#f32-95,Subject 2/ADL/03.mp4,0,2,gmdcsa24,32,95,1.073019,3.185524,,1.000000
Subject 2/ADL/03.mp4#f48-111,Subject 2/ADL/03.mp4,0,2,gmdcsa24,48,111,1.609528,3.722034,,1.000000
Subject 2/ADL/03.mp4#f64-127,Subject 2/ADL/03.mp4,0,2,gmdcsa24,64,127,2.146037,4.258543,,1.000000
Subject 2/ADL/03.mp4#f80-143,Subject 2/ADL/03.mp4,0,2,gmdcsa24,80,143,2.682547,4.795052,,1.000000
Subject 2/ADL/03.mp4#f96-159,Subject 2/ADL/03.mp4,0,2,gmdcsa24,96,159,3.219056,5.331562,,1.000000
Subject 2/ADL/03.mp4#f112-175,Subject 2/ADL/03.mp4,0,2,gmdcsa24,112,175,3.755565,5.868071,,1.000000
Subject 2/ADL/03.mp4#f128-191,Subject 2/ADL/03.mp4,0,2,gmdcsa24,128,191,4.292075,6.404580,,1.000000
Subject 2/ADL/03.mp4#f144-207,Subject 2/ADL/03.mp4,0,2,gmdcsa24,144,207,4.828584,6.941090,,1.000000
Subject 2/ADL/03.mp4#f160-223,Subject 2/ADL/03.mp4,0,2,gmdcsa24,160,223,5.365093,7.477599,,1.000000
Subject 2/ADL/03.mp4#f176-239,Subject 2/ADL/03.mp4,0,2,gmdcsa24,176,239,5.901603,8.014108,,1.000000
Subject 2/ADL/03.mp4#f192-255,Subject 2/ADL/03.mp4,0,2,gmdcsa24,192,255,6.438112,8.550618,,1.000000
Subject 2/ADL/03.mp4#f208-271,Subject 2/ADL/03.mp4,0,2,gmdcsa24,208,271,6.974622,9.087127,,1.000000
Subject 2/ADL/03.mp4#f224-287,Subject 2/ADL/03.mp4,0,2,gmdcsa24,224,287,7.511131,9.623636,,1.000000
Subject 2/ADL/03.mp4#f240-303,Subject 2/ADL/03.mp4,0,2,gmdcsa24,240,303,8.047640,10.160146,,1.000000
Subject 2/ADL/03.mp4#f256-319,Subject 2/ADL/03.mp4,0,2,gmdcsa24,256,319,8.584150,10.696655,,1.000000
Subject 2/ADL/03.mp4#f272-335,Subject 2/ADL/03.mp4,0,2,gmdcsa24,272,335,9.120659,11.233164,,1.000000
Subject 2/ADL/03.mp4#f288-351,Subject 2/ADL/03.mp4,0,2,gmdcsa24,288,351,9.657168,11.769674,,1.000000
Subject 2/ADL/04.mp4#f0-63,Subject 2/ADL/04.mp4,0,2,gmdcsa24,0,63,0.000000,2.111182,,1.000000
Subject 2/ADL/04.mp4#f16-79,Subject 2/ADL/04.mp4,0,2,gmdcsa24,16,79,0.536173,2.647355,,1.000000
Subject 2/ADL/04.mp4#f32-95,Subject 2/ADL/04.mp4,0,2,gmdcsa24,32,95,1.072346,3.183528,,1.000000
Subject 2/ADL/04.mp4#f48-111,Subject 2/ADL/04.mp4,0,2,gmdcsa24,48,111,1.608520,3.719702,,1.000000
Subject 2/ADL/04.mp4#f64-127,Subject 2/ADL/04.mp4,0,2,gmdcsa24,64,127,2.144693,4.255875,,1.000000
Subject 2/ADL/04.mp4#f80-143,Subject 2/ADL/04.mp4,0,2,gmdcsa24,80,143,2.680866,4.792048,,1.000000
Subject 2/ADL/04.mp4#f96-159,Subject 2/ADL/04.mp4,0,2,gmdcsa24,96,159,3.217039,5.328221,,1.000000
Subject 2/ADL/04.mp4#f112-175,Subject 2/ADL/04.mp4,0,2,gmdcsa24,112,175,3.753213,5.864395,,1.000000
Subject 2/ADL/04.mp4#f128-191,Subject 2/ADL/04.mp4,0,2,gmdcsa24,128,191,4.289386,6.400568,,1.000000
Subject 2/ADL/04.mp4#f144-207,Subject 2/ADL/04.mp4,0,2,gmdcsa24,144,207,4.825559,6.936741,,1.000000
Subject 2/ADL/04.mp4#f160-223,Subject 2/ADL/04.mp4,0,2,gmdcsa24,160,223,5.361732,7.472914,,1.000000
Subject 2/ADL/05.mp4#f0-63,Subject 2/ADL/05.mp4,0,2,gmdcsa24,0,63,0.000000,2.109921,,1.000000
Subject 2/ADL/05.mp4#f16-79,Subject 2/ADL/05.mp4,0,2,gmdcsa24,16,79,0.535853,2.645774,,1.000000
Subject 2/ADL/05.mp4#f32-95,Subject 2/ADL/05.mp4,0,2,gmdcsa24,32,95,1.071706,3.181627,,1.000000
Subject 2/ADL/05.mp4#f48-111,Subject 2/ADL/05.mp4,0,2,gmdcsa24,48,111,1.607559,3.717481,,1.000000
Subject 2/ADL/05.mp4#f64-127,Subject 2/ADL/05.mp4,0,2,gmdcsa24,64,127,2.143412,4.253334,,1.000000
Subject 2/ADL/05.mp4#f80-143,Subject 2/ADL/05.mp4,0,2,gmdcsa24,80,143,2.679265,4.789187,,1.000000
Subject 2/ADL/05.mp4#f96-159,Subject 2/ADL/05.mp4,0,2,gmdcsa24,96,159,3.215118,5.325040,,1.000000
Subject 2/ADL/05.mp4#f112-175,Subject 2/ADL/05.mp4,0,2,gmdcsa24,112,175,3.750971,5.860893,,1.000000
Subject 2/ADL/05.mp4#f128-191,Subject 2/ADL/05.mp4,0,2,gmdcsa24,128,191,4.286824,6.396746,,1.000000
Subject 2/ADL/05.mp4#f144-207,Subject 2/ADL/05.mp4,0,2,gmdcsa24,144,207,4.822677,6.932599,,1.000000
Subject 2/ADL/05.mp4#f160-223,Subject 2/ADL/05.mp4,0,2,gmdcsa24,160,223,5.358530,7.468452,,1.000000
Subject 2/ADL/05.mp4#f176-239,Subject 2/ADL/05.mp4,0,2,gmdcsa24,176,239,5.894384,8.004305,,1.000000
Subject 2/ADL/05.mp4#f192-255,Subject 2/ADL/05.mp4,0,2,gmdcsa24,192,255,6.430237,8.540158,,1.000000
Subject 2/ADL/05.mp4#f208-271,Subject 2/ADL/05.mp4,0,2,gmdcsa24,208,271,6.966090,9.076011,,1.000000
Subject 2/ADL/05.mp4#f224-287,Subject 2/ADL/05.mp4,0,2,gmdcsa24,224,287,7.501943,9.611864,,1.000000
Subject 2/ADL/05.mp4#f240-303,Subject 2/ADL/05.mp4,0,2,gmdcsa24,240,303,8.037796,10.147717,,1.000000
Subject 2/ADL/05.mp4#f256-319,Subject 2/ADL/05.mp4,0,2,gmdcsa24,256,319,8.573649,10.683570,,1.000000
Subject 2/ADL/06.mp4#f0-63,Subject 2/ADL/06.mp4,0,2,gmdcsa24,0,63,0.000000,2.110480,,1.000000
Subject 2/ADL/06.mp4#f16-79,Subject 2/ADL/06.mp4,0,2,gmdcsa24,16,79,0.535995,2.646475,,1.000000
Subject 2/ADL/06.mp4#f32-95,Subject 2/ADL/06.mp4,0,2,gmdcsa24,32,95,1.071990,3.182470,,1.000000
Subject 2/ADL/06.mp4#f48-111,Subject 2/ADL/06.mp4,0,2,gmdcsa24,48,111,1.607985,3.718465,,1.000000
Subject 2/ADL/06.mp4#f64-127,Subject 2/ADL/06.mp4,0,2,gmdcsa24,64,127,2.143980,4.254460,,1.000000
Subject 2/ADL/06.mp4#f80-143,Subject 2/ADL/06.mp4,0,2,gmdcsa24,80,143,2.679975,4.790455,,1.000000
Subject 2/ADL/06.mp4#f96-159,Subject 2/ADL/06.mp4,0,2,gmdcsa24,96,159,3.215970,5.326450,,1.000000
Subject 2/ADL/06.mp4#f112-175,Subject 2/ADL/06.mp4,0,2,gmdcsa24,112,175,3.751965,5.862445,,1.000000
Subject 2/ADL/06.mp4#f128-191,Subject 2/ADL/06.mp4,0,2,gmdcsa24,128,191,4.287960,6.398440,,1.000000
Subject 2/ADL/06.mp4#f144-207,Subject 2/ADL/06.mp4,0,2,gmdcsa24,144,207,4.823955,6.934435,,1.000000
Subject 2/ADL/06.mp4#f160-223,Subject 2/ADL/06.mp4,0,2,gmdcsa24,160,223,5.359950,7.470430,,1.000000
Subject 2/ADL/06.mp4#f176-239,Subject 2/ADL/06.mp4,0,2,gmdcsa24,176,239,5.895945,8.006425,,1.000000
Subject 2/ADL/06.mp4#f192-255,Subject 2/ADL/06.mp4,0,2,gmdcsa24,192,255,6.431940,8.542420,,1.000000
Subject 2/ADL/06.mp4#f208-271,Subject 2/ADL/06.mp4,0,2,gmdcsa24,208,271,6.967935,9.078415,,1.000000
Subject 2/ADL/06.mp4#f224-287,Subject 2/ADL/06.mp4,0,2,gmdcsa24,224,287,7.503930,9.614410,,1.000000
Subject 2/ADL/06.mp4#f240-303,Subject 2/ADL/06.mp4,0,2,gmdcsa24,240,303,8.039925,10.150405,,1.000000
Subject 2/ADL/06.mp4#f256-319,Subject 2/ADL/06.mp4,0,2,gmdcsa24,256,319,8.575920,10.686400,,1.000000
Subject 2/ADL/07.mp4#f0-63,Subject 2/ADL/07.mp4,0,2,gmdcsa24,0,63,0.000000,2.109753,,1.000000
Subject 2/ADL/07.mp4#f16-79,Subject 2/ADL/07.mp4,0,2,gmdcsa24,16,79,0.535810,2.645563,,1.000000
Subject 2/ADL/07.mp4#f32-95,Subject 2/ADL/07.mp4,0,2,gmdcsa24,32,95,1.071621,3.181374,,1.000000
Subject 2/ADL/07.mp4#f48-111,Subject 2/ADL/07.mp4,0,2,gmdcsa24,48,111,1.607431,3.717184,,1.000000
Subject 2/ADL/07.mp4#f64-127,Subject 2/ADL/07.mp4,0,2,gmdcsa24,64,127,2.143241,4.252994,,1.000000
Subject 2/ADL/07.mp4#f80-143,Subject 2/ADL/07.mp4,0,2,gmdcsa24,80,143,2.679051,4.788805,,1.000000
Subject 2/ADL/07.mp4#f96-159,Subject 2/ADL/07.mp4,0,2,gmdcsa24,96,159,3.214862,5.324615,,1.000000
Subject 2/ADL/07.mp4#f112-175,Subject 2/ADL/07.mp4,0,2,gmdcsa24,112,175,3.750672,5.860425,,1.000000
Subject 2/ADL/07.mp4#f128-191,Subject 2/ADL/07.mp4,0,2,gmdcsa24,128,191,4.286482,6.396235,,1.000000
Subject 2/ADL/07.mp4#f144-207,Subject 2/ADL/07.mp4,0,2,gmdcsa24,144,207,4.822293,6.932046,,1.000000
Subject 2/ADL/07.mp4#f160-223,Subject 2/ADL/07.mp4,0,2,gmdcsa24,160,223,5.358103,7.467856,,1.000000
Subject 2/ADL/07.mp4#f176-239,Subject 2/ADL/07.mp4,0,2,gmdcsa24,176,239,5.893913,8.003666,,1.000000
Subject 2/ADL/07.mp4#f192-255,Subject 2/ADL/07.mp4,0,2,gmdcsa24,192,255,6.429724,8.539477,,1.000000
Subject 2/ADL/07.mp4#f208-271,Subject 2/ADL/07.mp4,0,2,gmdcsa24,208,271,6.965534,9.075287,,1.000000
Subject 2/ADL/07.mp4#f224-287,Subject 2/ADL/07.mp4,0,2,gmdcsa24,224,287,7.501344,9.611097,,1.000000
Subject 2/ADL/07.mp4#f240-303,Subject 2/ADL/07.mp4,0,2,gmdcsa24,240,303,8.037154,10.146908,,1.000000
Subject 2/ADL/07.mp4#f256-319,Subject 2/ADL/07.mp4,0,2,gmdcsa24,256,319,8.572965,10.682718,,1.000000
Subject 2/ADL/07.mp4#f272-335,Subject 2/ADL/07.mp4,0,2,gmdcsa24,272,335,9.108775,11.218528,,1.000000
Subject 2/ADL/07.mp4#f288-351,Subject 2/ADL/07.mp4,0,2,gmdcsa24,288,351,9.644585,11.754338,,1.000000
Subject 2/ADL/07.mp4#f304-367,Subject 2/ADL/07.mp4,0,2,gmdcsa24,304,367,10.180396,12.290149,,1.000000
Subject 2/ADL/07.mp4#f320-383,Subject 2/ADL/07.mp4,0,2,gmdcsa24,320,383,10.716206,12.825959,,1.000000
Subject 2/ADL/08.mp4#f0-63,Subject 2/ADL/08.mp4,0,2,gmdcsa24,0,63,0.000000,2.110129,,1.000000
Subject 2/ADL/08.mp4#f16-79,Subject 2/ADL/08.mp4,0,2,gmdcsa24,16,79,0.535906,2.646035,,1.000000
Subject 2/ADL/08.mp4#f32-95,Subject 2/ADL/08.mp4,0,2,gmdcsa24,32,95,1.071812,3.181941,,1.000000
Subject 2/ADL/08.mp4#f48-111,Subject 2/ADL/08.mp4,0,2,gmdcsa24,48,111,1.607718,3.717847,,1.000000
Subject 2/ADL/08.mp4#f64-127,Subject 2/ADL/08.mp4,0,2,gmdcsa24,64,127,2.143623,4.253753,,1.000000
Subject 2/ADL/08.mp4#f80-143,Subject 2/ADL/08.mp4,0,2,gmdcsa24,80,143,2.679529,4.789659,,1.000000
Subject 2/ADL/08.mp4#f96-159,Subject 2/ADL/08.mp4,0,2,gmdcsa24,96,159,3.215435,5.325565,,1.000000
Subject 2/ADL/08.mp4#f112-175,Subject 2/ADL/08.mp4,0,2,gmdcsa24,112,175,3.751341,5.861470,,1.000000
Subject 2/ADL/08.mp4#f128-191,Subject 2/ADL/08.mp4,0,2,gmdcsa24,128,191,4.287247,6.397376,,1.000000
Subject 2/ADL/08.mp4#f144-207,Subject 2/ADL/08.mp4,0,2,gmdcsa24,144,207,4.823153,6.933282,,1.000000
Subject 2/ADL/08.mp4#f160-223,Subject 2/ADL/08.mp4,0,2,gmdcsa24,160,223,5.359059,7.469188,,1.000000
Subject 2/ADL/08.mp4#f176-239,Subject 2/ADL/08.mp4,0,2,gmdcsa24,176,239,5.894965,8.005094,,1.000000
Subject 2/ADL/08.mp4#f192-255,Subject 2/ADL/08.mp4,0,2,gmdcsa24,192,255,6.430870,8.541000,,1.000000
Subject 2/ADL/08.mp4#f208-271,Subject 2/ADL/08.mp4,0,2,gmdcsa24,208,271,6.966776,9.076906,,1.000000
Subject 2/ADL/08.mp4#f224-287,Subject 2/ADL/08.mp4,0,2,gmdcsa24,224,287,7.502682,9.612812,,1.000000
Subject 2/ADL/08.mp4#f240-303,Subject 2/ADL/08.mp4,0,2,gmdcsa24,240,303,8.038588,10.148717,,1.000000
Subject 2/ADL/08.mp4#f256-319,Subject 2/ADL/08.mp4,0,2,gmdcsa24,256,319,8.574494,10.684623,,1.000000
Subject 2/ADL/08.mp4#f272-335,Subject 2/ADL/08.mp4,0,2,gmdcsa24,272,335,9.110400,11.220529,,1.000000
