path,source_path,subject,target_fold,source_oof_fold,oof_fall_probability,repeat
Subject 1/ADL/01.mp4#f64-127#hardneg-f3-r2,Subject 1/ADL/01.mp4#f64-127,1,3,1,0.98575938,2
Subject 1/ADL/01.mp4#f80-143#hardneg-f3-r1,Subject 1/ADL/01.mp4#f80-143,1,3,1,0.99634689,1
Subject 1/ADL/01.mp4#f80-143#hardneg-f3-r2,Subject 1/ADL/01.mp4#f80-143,1,3,1,0.99634689,2
Subject 1/ADL/01.mp4#f96-159#hardneg-f3-r1,Subject 1/ADL/01.mp4#f96-159,1,3,1,0.99854916,1
Subject 1/ADL/01.mp4#f96-159#hardneg-f3-r2,Subject 1/ADL/01.mp4#f96-159,1,3,1,0.99854916,2
Subject 1/ADL/02.mp4#f112-175#hardneg-f3-r1,Subject 1/ADL/02.mp4#f112-175,1,3,1,0.93698800,1
Subject 1/ADL/02.mp4#f112-175#hardneg-f3-r2,Subject 1/ADL/02.mp4#f112-175,1,3,1,0.93698800,2
Subject 1/ADL/02.mp4#f128-191#hardneg-f3-r1,Subject 1/ADL/02.mp4#f128-191,1,3,1,0.93734944,1
Subject 1/ADL/02.mp4#f128-191#hardneg-f3-r2,Subject 1/ADL/02.mp4#f128-191,1,3,1,0.93734944,2
Subject 1/ADL/02.mp4#f48-111#hardneg-f3-r1,Subject 1/ADL/02.mp4#f48-111,1,3,1,0.94067591,1
Subject 1/ADL/02.mp4#f48-111#hardneg-f3-r2,Subject 1/ADL/02.mp4#f48-111,1,3,1,0.94067591,2
Subject 1/ADL/02.mp4#f64-127#hardneg-f3-r1,Subject 1/ADL/02.mp4#f64-127,1,3,1,0.97317296,1
Subject 1/ADL/02.mp4#f64-127#hardneg-f3-r2,Subject 1/ADL/02.mp4#f64-127,1,3,1,0.97317296,2
Subject 1/ADL/02.mp4#f80-143#hardneg-f3-r1,Subject 1/ADL/02.mp4#f80-143,1,3,1,0.94877064,1
Subject 1/ADL/02.mp4#f80-143#hardneg-f3-r2,Subject 1/ADL/02.mp4#f80-143,1,3,1,0.94877064,2
Subject 1/ADL/02.mp4#f96-159#hardneg-f3-r1,Subject 1/ADL/02.mp4#f96-159,1,3,1,0.91984761,1
Subject 1/ADL/02.mp4#f96-159#hardneg-f3-r2,Subject 1/ADL/02.mp4#f96-159,1,3,1,0.91984761,2
Subject 2/ADL/01.mp4#f0-63#hardneg-f3-r1,Subject 2/ADL/01.mp4#f0-63,2,3,2,0.99634004,1
Subject 2/ADL/01.mp4#f0-63#hardneg-f3-r2,Subject 2/ADL/01.mp4#f0-63,2,3,2,0.99634004,2
Subject 2/ADL/01.mp4#f112-175#hardneg-f3-r1,Subject 2/ADL/01.mp4#f112-175,2,3,2,0.99186862,1
Subject 2/ADL/01.mp4#f112-175#hardneg-f3-r2,Subject 2/ADL/01.mp4#f112-175,2,3,2,0.99186862,2
Subject 2/ADL/01.mp4#f144-207#hardneg-f3-r1,Subject 2/ADL/01.mp4#f144-207,2,3,2,0.99653131,1
Subject 2/ADL/01.mp4#f144-207#hardneg-f3-r2,Subject 2/ADL/01.mp4#f144-207,2,3,2,0.99653131,2
Subject 2/ADL/01.mp4#f16-79#hardneg-f3-r1,Subject 2/ADL/01.mp4#f16-79,2,3,2,0.99727505,1
Subject 2/ADL/01.mp4#f16-79#hardneg-f3-r2,Subject 2/ADL/01.mp4#f16-79,2,3,2,0.99727505,2
Subject 2/ADL/01.mp4#f160-223#hardneg-f3-r1,Subject 2/ADL/01.mp4#f160-223,2,3,2,0.97573256,1
Subject 2/ADL/01.mp4#f160-223#hardneg-f3-r2,Subject 2/ADL/01.mp4#f160-223,2,3,2,0.97573256,2
Subject 2/ADL/01.mp4#f176-239#hardneg-f3-r1,Subject 2/ADL/01.mp4#f176-239,2,3,2,0.81003976,1
Subject 2/ADL/01.mp4#f176-239#hardneg-f3-r2,Subject 2/ADL/01.mp4#f176-239,2,3,2,0.81003976,2
Subject 2/ADL/01.mp4#f32-95#hardneg-f3-r1,Subject 2/ADL/01.mp4#f32-95,2,3,2,0.99837697,1
Subject 2/ADL/01.mp4#f32-95#hardneg-f3-r2,Subject 2/ADL/01.mp4#f32-95,2,3,2,0.99837697,2
Subject 2/ADL/01.mp4#f48-111#hardneg-f3-r1,Subject 2/ADL/01.mp4#f48-111,2,3,2,0.99357456,1
Subject 2/ADL/01.mp4#f48-111#hardneg-f3-r2,Subject 2/ADL/01.mp4#f48-111,2,3,2,0.99357456,2
Subject 2/ADL/01.mp4#f64-127#hardneg-f3-r1,Subject 2/ADL/01.mp4#f64-127,2,3,2,0.99355811,1
Subject 2/ADL/01.mp4#f64-127#hardneg-f3-r2,Subject 2/ADL/01.mp4#f64-127,2,3,2,0.99355811,2
Subject 2/ADL/01.mp4#f80-143#hardneg-f3-r1,Subject 2/ADL/01.mp4#f80-143,2,3,2,0.99295878,1
Subject 2/ADL/01.mp4#f80-143#hardneg-f3-r2,Subject 2/ADL/01.mp4#f80-143,2,3,2,0.99295878,2
Subject 2/ADL/01.mp4#f96-159#hardneg-f3-r1,Subject 2/ADL/01.mp4#f96-159,2,3,2,0.97981548,1
Subject 2/ADL/01.mp4#f96-159#hardneg-f3-r2,Subject 2/ADL/01.mp4#f96-159,2,3,2,0.97981548,2
Subject 2/ADL/02.mp4#f128-191#hardneg-f3-r1,Subject 2/ADL/02.mp4#f128-191,2,3,2,0.99847704,1
Subject 2/ADL/02.mp4#f128-191#hardneg-f3-r2,Subject 2/ADL/02.mp4#f128-191,2,3,2,0.99847704,2
Subject 2/ADL/02.mp4#f144-207#hardneg-f3-r1,Subject 2/ADL/02.mp4#f144-207,2,3,2,0.99980527,1
Subject 2/ADL/02.mp4#f144-207#hardneg-f3-r2,Subject 2/ADL/02.mp4#f144-207,2,3,2,0.99980527,2
Subject 2/ADL/02.mp4#f160-223#hardneg-f3-r1,Subject 2/ADL/02.mp4#f160-223,2,3,2,0.99988067,1
Subject 2/ADL/02.mp4#f160-223#hardneg-f3-r2,Subject 2/ADL/02.mp4#f160-223,2,3,2,0.99988067,2
Subject 2/ADL/02.mp4#f176-239#hardneg-f3-r1,Subject 2/ADL/02.mp4#f176-239,2,3,2,0.99976486,1
Subject 2/ADL/02.mp4#f176-239#hardneg-f3-r2,Subject 2/ADL/02.mp4#f176-239,2,3,2,0.99976486,2
Subject 2/ADL/02.mp4#f192-255#hardneg-f3-r1,Subject 2/ADL/02.mp4#f192-255,2,3,2,0.96540046,1
Subject 2/ADL/02.mp4#f192-255#hardneg-f3-r2,Subject 2/ADL/02.mp4#f192-255,2,3,2,0.96540046,2
Subject 2/ADL/03.mp4#f256-319#hardneg-f3-r1,Subject 2/ADL/03.mp4#f256-319,2,3,2,0.94437772,1
Subject 2/ADL/03.mp4#f256-319#hardneg-f3-r2,Subject 2/ADL/03.mp4#f256-319,2,3,2,0.94437772,2
Subject 2/ADL/03.mp4#f272-335#hardneg-f3-r1,Subject 2/ADL/03.mp4#f272-335,2,3,2,0.97467446,1
Subject 2/ADL/03.mp4#f272-335#hardneg-f3-r2,Subject 2/ADL/03.mp4#f272-335,2,3,2,0.97467446,2
Subject 2/ADL/03.mp4#f288-351#hardneg-f3-r1,Subject 2/ADL/03.mp4#f288-351,2,3,2,0.96720773,1
Subject 2/ADL/03.mp4#f288-351#hardneg-f3-r2,Subject 2/ADL/03.mp4#f288-351,2,3,2,0.96720773,2
Subject 2/ADL/05.mp4#f128-191#hardneg-f3-r1,Subject 2/ADL/05.mp4#f128-191,2,3,2,0.95882350,1
Subject 2/ADL/05.mp4#f128-191#hardneg-f3-r2,Subject 2/ADL/05.mp4#f128-191,2,3,2,0.95882350,2
Subject 2/ADL/05.mp4#f144-207#hardneg-f3-r1,Subject 2/ADL/05.mp4#f144-207,2,3,2,0.86711657,1
Subject 2/ADL/05.mp4#f144-207#hardneg-f3-r2,Subject 2/ADL/05.mp4#f144-207,2,3,2,0.86711657,2
Subject 2/ADL/05.mp4#f16-79#hardneg-f3-r1,Subject 2/ADL/05.mp4#f16-79,2,3,2,0.98992705,1
Subject 2/ADL/05.mp4#f16-79#hardneg-f3-r2,Subject 2/ADL/05.mp4#f16-79,2,3,2,0.98992705,2
Subject 2/ADL/05.mp4#f32-95#hardneg-f3-r1,Subject 2/ADL/05.mp4#f32-95,2,3,2,0.96358538,1
Subject 2/ADL/05.mp4#f32-95#hardneg-f3-r2,Subject 2/ADL/05.mp4#f32-95,2,3,2,0.96358538,2
Subject 2/ADL/08.mp4#f208-271#hardneg-f3-r1,Subject 2/ADL/08.mp4#f208-271,2,3,2,0.86543697,1
Subject 2/ADL/08.mp4#f208-271#hardneg-f3-r2,Subject 2/ADL/08.mp4#f208-271,2,3,2,0.86543697,2
Subject 2/ADL/08.mp4#f224-287#hardneg-f3-r1,Subject 2/ADL/08.mp4#f224-287,2,3,2,0.90291864,1
Subject 2/ADL/08.mp4#f224-287#hardneg-f3-r2,Subject 2/ADL/08.mp4#f224-287,2,3,2,0.90291864,2
Subject 2/ADL/09.mp4#f80-143#hardneg-f3-r1,Subject 2/ADL/09.mp4#f80-143,2,3,2,0.85308725,1
Subject 2/ADL/09.mp4#f80-143#hardneg-f3-r2,Subject 2/ADL/09.mp4#f80-143,2,3,2,0.85308725,2
Subject 2/ADL/09.mp4#f96-159#hardneg-f3-r1,Subject 2/ADL/09.mp4#f96-159,2,3,2,0.88320524,1
Subject 2/ADL/09.mp4#f96-159#hardneg-f3-r2,Subject 2/ADL/09.mp4#f96-159,2,3,2,0.88320524,2
Subject 2/ADL/12.mp4#f112-175#hardneg-f3-r1,Subject 2/ADL/12.mp4#f112-175,2,3,2,0.98733705,1
Subject 2/ADL/12.mp4#f112-175#hardneg-f3-r2,Subject 2/ADL/12.mp4#f112-175,2,3,2,0.98733705,2
Subject 2/ADL/12.mp4#f128-191#hardneg-f3-r1,Subject 2/ADL/12.mp4#f128-191,2,3,2,0.94986445,1
Subject 2/ADL/12.mp4#f128-191#hardneg-f3-r2,Subject 2/ADL/12.mp4#f128-191,2,3,2,0.94986445,2
Subject 2/ADL/12.mp4#f144-207#hardneg-f3-r1,Subject 2/ADL/12.mp4#f144-207,2,3,2,0.93412250,1
Subject 2/ADL/12.mp4#f144-207#hardneg-f3-r2,Subject 2/ADL/12.mp4#f144-207,2,3,2,0.93412250,2
Subject 2/ADL/12.mp4#f160-223#hardneg-f3-r1,Subject 2/ADL/12.mp4#f160-223,2,3,2,0.89470804,1
Subject 2/ADL/12.mp4#f160-223#hardneg-f3-r2,Subject 2/ADL/12.mp4#f160-223,2,3,2,0.89470804,2
Subject 2/ADL/12.mp4#f64-127#hardneg-f3-r1,Subject 2/ADL/12.mp4#f64-127,2,3,2,0.94936639,1
Subject 2/ADL/12.mp4#f64-127#hardneg-f3-r2,Subject 2/ADL/12.mp4#f64-127,2,3,2,0.94936639,2
Subject 2/ADL/12.mp4#f80-143#hardneg-f3-r1,Subject 2/ADL/12.mp4#f80-143,2,3,2,0.98287570,1
Subject 2/ADL/12.mp4#f80-143#hardneg-f3-r2,Subject 2/ADL/12.mp4#f80-143,2,3,2,0.98287570,2
Subject 2/ADL/12.mp4#f96-159#hardneg-f3-r1,Subject 2/ADL/12.mp4#f96-159,2,3,2,0.99152219,1
Subject 2/ADL/12.mp4#f96-159#hardneg-f3-r2,Subject 2/ADL/12.mp4#f96-159,2,3,2,0.99152219,2
Subject 2/ADL/13.mp4#f0-63#hardneg-f3-r1,Subject 2/ADL/13.mp4#f0-63,2,3,2,0.87222350,1
Subject 2/ADL/13.mp4#f0-63#hardneg-f3-r2,Subject 2/ADL/13.mp4#f0-63,2,3,2,0.87222350,2
Subject 2/ADL/13.mp4#f16-79#hardneg-f3-r1,Subject 2/ADL/13.mp4#f16-79,2,3,2,0.90576732,1
Subject 2/ADL/13.mp4#f16-79#hardneg-f3-r2,Subject 2/ADL/13.mp4#f16-79,2,3,2,0.90576732,2
Subject 2/ADL/14.mp4#f16-79#hardneg-f3-r1,Subject 2/ADL/14.mp4#f16-79,2,3,2,0.86848569,1
Subject 2/ADL/14.mp4#f16-79#hardneg-f3-r2,Subject 2/ADL/14.mp4#f16-79,2,3,2,0.86848569,2
Subject 2/ADL/14.mp4#f32-95#hardneg-f3-r1,Subject 2/ADL/14.mp4#f32-95,2,3,2,0.87874633,1
Subject 2/ADL/14.mp4#f32-95#hardneg-f3-r2,Subject 2/ADL/14.mp4#f32-95,2,3,2,0.87874633,2
Subject 2/ADL/14.mp4#f48-111#hardneg-f3-r1,Subject 2/ADL/14.mp4#f48-111,2,3,2,0.86978859,1
Subject 2/ADL/14.mp4#f48-111#hardneg-f3-r2,Subject 2/ADL/14.mp4#f48-111,2,3,2,0.86978859,2
Subject 2/ADL/15.mp4#f112-175#hardneg-f3-r1,Subject 2/ADL/15.mp4#f112-175,2,3,2,0.90562493,1
Subject 2/ADL/15.mp4#f112-175#hardneg-f3-r2,Subject 2/ADL/15.mp4#f112-175,2,3,2,0.90562493,2
Subject 2/ADL/15.mp4#f80-143#hardneg-f3-r1,Subject 2/ADL/15.mp4#f80-143,2,3,2,0.85133976,1
Subject 2/ADL/15.mp4#f80-143#hardneg-f3-r2,Subject 2/ADL/15.mp4#f80-143,2,3,2,0.85133976,2
Subject 2/ADL/15.mp4#f96-159#hardneg-f3-r1,Subject 2/ADL/15.mp4#f96-159,2,3,2,0.89566225,1
Subject 2/ADL/15.mp4#f96-159#hardneg-f3-r2,Subject 2/ADL/15.mp4#f96-159,2,3,2,0.89566225,2
Subject 2/ADL/19.mp4#f0-63#hardneg-f3-r1,Subject 2/ADL/19.mp4#f0-63,2,3,2,0.99946302,1
Subject 2/ADL/19.mp4#f0-63#hardneg-f3-r2,Subject 2/ADL/19.mp4#f0-63,2,3,2,0.99946302,2
Subject 2/ADL/19.mp4#f16-79#hardneg-f3-r1,Subject 2/ADL/19.mp4#f16-79,2,3,2,0.98594725,1
Subject 2/ADL/19.mp4#f16-79#hardneg-f3-r2,Subject 2/ADL/19.mp4#f16-79,2,3,2,0.98594725,2
Subject 2/ADL/20.mp4#f16-79#hardneg-f3-r1,Subject 2/ADL/20.mp4#f16-79,2,3,2,0.99354726,1
Subject 2/ADL/20.mp4#f16-79#hardneg-f3-r2,Subject 2/ADL/20.mp4#f16-79,2,3,2,0.99354726,2
Subject 2/ADL/20.mp4#f32-95#hardneg-f3-r1,Subject 2/ADL/20.mp4#f32-95,2,3,2,0.99592388,1
Subject 2/ADL/20.mp4#f32-95#hardneg-f3-r2,Subject 2/ADL/20.mp4#f32-95,2,3,2,0.99592388,2
Subject 2/ADL/20.mp4#f48-111#hardneg-f3-r1,Subject 2/ADL/20.mp4#f48-111,2,3,2,0.97662044,1
Subject 2/ADL/20.mp4#f48-111#hardneg-f3-r2,Subject 2/ADL/20.mp4#f48-111,2,3,2,0.97662044,2
Subject 2/ADL/22.mp4#f0-63#hardneg-f3-r1,Subject 2/ADL/22.mp4#f0-63,2,3,2,0.90750289,1
Subject 2/ADL/22.mp4#f0-63#hardneg-f3-r2,Subject 2/ADL/22.mp4#f0-63,2,3,2,0.90750289,2
Subject 2/ADL/22.mp4#f32-95#hardneg-f3-r1,Subject 2/ADL/22.mp4#f32-95,2,3,2,0.89590007,1
Subject 2/ADL/22.mp4#f32-95#hardneg-f3-r2,Subject 2/ADL/22.mp4#f32-95,2,3,2,0.89590007,2
Subject 2/ADL/22.mp4#f64-127#hardneg-f3-r1,Subject 2/ADL/22.mp4#f64-127,2,3,2,0.81262779,1
Subject 2/ADL/22.mp4#f64-127#hardneg-f3-r2,Subject 2/ADL/22.mp4#f64-127,2,3,2,0.81262779,2
Subject 2/ADL/01.mp4#f0-63#hardneg-f4-r1,Subject 2/ADL/01.mp4#f0-63,2,4,2,0.99634004,1
Subject 2/ADL/01.mp4#f0-63#hardneg-f4-r2,Subject 2/ADL/01.mp4#f0-63,2,4,2,0.99634004,2
Subject 2/ADL/01.mp4#f112-175#hardneg-f4-r1,Subject 2/ADL/01.mp4#f112-175,2,4,2,0.99186862,1
Subject 2/ADL/01.mp4#f112-175#hardneg-f4-r2,Subject 2/ADL/01.mp4#f112-175,2,4,2,0.99186862,2
Subject 2/ADL/01.mp4#f144-207#hardneg-f4-r1,Subject 2/ADL/01.mp4#f144-207,2,4,2,0.99653131,1
Subject 2/ADL/01.mp4#f144-207#hardneg-f4-r2,Subject 2/ADL/01.mp4#f144-207,2,4,2,0.99653131,2
Subject 2/ADL/01.mp4#f16-79#hardneg-f4-r1,Subject 2/ADL/01.mp4#f16-79,2,4,2,0.99727505,1
Subject 2/ADL/01.mp4#f16-79#hardneg-f4-r2,Subject 2/ADL/01.mp4#f16-79,2,4,2,0.99727505,2
Subject 2/ADL/01.mp4#f160-223#hardneg-f4-r1,Subject 2/ADL/01.mp4#f160-223,2,4,2,0.97573256,1
Subject 2/ADL/01.mp4#f160-223#hardneg-f4-r2,Subject 2/ADL/01.mp4#f160-223,2,4,2,0.97573256,2
Subject 2/ADL/01.mp4#f176-239#hardneg-f4-r1,Subject 2/ADL/01.mp4#f176-239,2,4,2,0.81003976,1
Subject 2/ADL/01.mp4#f176-239#hardneg-f4-r2,Subject 2/ADL/01.mp4#f176-239,2,4,2,0.81003976,2
Subject 2/ADL/01.mp4#f32-95#hardneg-f4-r1,Subject 2/ADL/01.mp4#f32-95,2,4,2,0.99837697,1
Subject 2/ADL/01.mp4#f32-95#hardneg-f4-r2,Subject 2/ADL/01.mp4#f32-95,2,4,2,0.99837697,2
Subject 2/ADL/01.mp4#f48-111#hardneg-f4-r1,Subject 2/ADL/01.mp4#f48-111,2,4,2,0.99357456,1
Subject 2/ADL/01.mp4#f48-111#hardneg-f4-r2,Subject 2/ADL/01.mp4#f48-111,2,4,2,0.99357456,2
Subject 2/ADL/01.mp4#f64-127#hardneg-f4-r1,Subject 2/ADL/01.mp4#f64-127,2,4,2,0.99355811,1
Subject 2/ADL/01.mp4#f64-127#hardneg-f4-r2,Subject 2/ADL/01.mp4#f64-127,2,4,2,0.99355811,2
Subject 2/ADL/01.mp4#f80-143#hardneg-f4-r1,Subject 2/ADL/01.mp4#f80-143,2,4,2,0.99295878,1
Subject 2/ADL/01.mp4#f80-143#hardneg-f4-r2,Subject 2/ADL/01.mp4#f80-143,2,4,2,0.99295878,2
Subject 2/ADL/01.mp4#f96-159#hardneg-f4-r1,Subject 2/ADL/01.mp4#f96-159,2,4,2,0.97981548,1
Subject 2/ADL/01.mp4#f96-159#hardneg-f4-r2,Subject 2/ADL/01.mp4#f96-159,2,4,2,0.97981548,2
Subject 2/ADL/02.mp4#f128-191#hardneg-f4-r1,Subject 2/ADL/02.mp4#f128-191,2,4,2,0.99847704,1
Subject 2/ADL/02.mp4#f128-191#hardneg-f4-r2,Subject 2/ADL/02.mp4#f128-191,2,4,2,0.99847704,2
Subject 2/ADL/02.mp4#f144-207#hardneg-f4-r1,Subject 2/ADL/02.mp4#f144-207,2,4,2,0.99980527,1
Subject 2/ADL/02.mp4#f144-207#hardneg-f4-r2,Subject 2/ADL/02.mp4#f144-207,2,4,2,0.99980527,2
Subject 2/ADL/02.mp4#f160-223#hardneg-f4-r1,Subject 2/ADL/02.mp4#f160-223,2,4,2,0.99988067,1
Subject 2/ADL/02.mp4#f160-223#hardneg-f4-r2,Subject 2/ADL/02.mp4#f160-223,2,4,2,0.99988067,2
Subject 2/ADL/02.mp4#f176-239#hardneg-f4-r1,Subject 2/ADL/02.mp4#f176-239,2,4,2,0.99976486,1
Subject 2/ADL/02.mp4#f176-239#hardneg-f4-r2,Subject 2/ADL/02.mp4#f176-239,2,4,2,0.99976486,2
Subject 2/ADL/02.mp4#f192-255#hardneg-f4-r1,Subject 2/ADL/02.mp4#f192-255,2,4,2,0.96540046,1
Subject 2/ADL/02.mp4#f192-255#hardneg-f4-r2,Subject 2/ADL/02.mp4#f192-255,2,4,2,0.96540046,2
Subject 2/ADL/03.mp4#f256-319#hardneg-f4-r1,Subject 2/ADL/03.mp4#f256-319,2,4,2,0.94437772,1
Subject 2/ADL/03.mp4#f256-319#hardneg-f4-r2,Subject 2/ADL/03.mp4#f256-319,2,4,2,0.94437772,2
Subject 2/ADL/03.mp4#f272-335#hardneg-f4-r1,Subject 2/ADL/03.mp4#f272-335,2,4,2,0.97467446,1
Subject 2/ADL/03.mp4#f272-335#hardneg-f4-r2,Subject 2/ADL/03.mp4#f272-335,2,4,2,0.97467446,2
Subject 2/ADL/03.mp4#f288-351#hardneg-f4-r1,Subject 2/ADL/03.mp4#f288-351,2,4,2,0.96720773,1
Subject 2/ADL/03.mp4#f288-351#hardneg-f4-r2,Subject 2/ADL/03.mp4#f288-351,2,4,2,0.96720773,2
Subject 2/ADL/05.mp4#f128-191#hardneg-f4-r1,Subject 2/ADL/05.mp4#f128-191,2,4,2,0.95882350,1
Subject 2/ADL/05.mp4#f128-191#hardneg-f4-r2,Subject 2/ADL/05.mp4#f128-191,2,4,2,0.95882350,2
Subject 2/ADL/05.mp4#f144-207#hardneg-f4-r1,Subject 2/ADL/05.mp4#f144-207,2,4,2,0.86711657,1
Subject 2/ADL/05.mp4#f144-207#hardneg-f4-r2,Subject 2/ADL/05.mp4#f144-207,2,4,2,0.86711657,2
Subject 2/ADL/05.mp4#f16-79#hardneg-f4-r1,Subject 2/ADL/05.mp4#f16-79,2,4,2,0.98992705,1
Subject 2/ADL/05.mp4#f16-79#hardneg-f4-r2,Subject 2/ADL/05.mp4#f16-79,2,4,2,0.98992705,2
Subject 2/ADL/05.mp4#f32-95#hardneg-f4-r1,Subject 2/ADL/05.mp4#f32-95,2,4,2,0.96358538,1
Subject 2/ADL/05.mp4#f32-95#hardneg-f4-r2,Subject 2/ADL/05.mp4#f32-95,2,4,2,0.96358538,2
Subject 2/ADL/08.mp4#f208-271#hardneg-f4-r1,Subject 2/ADL/08.mp4#f208-271,2,4,2,0.86543697,1
Subject 2/ADL/08.mp4#f208-271#hardneg-f4-r2,Subject 2/ADL/08.mp4#f208-271,2,4,2,0.86543697,2
Subject 2/ADL/08.mp4#f224-287#hardneg-f4-r1,Subject 2/ADL/08.mp4#f224-287,2,4,2,0.90291864,1
Subject 2/ADL/08.mp4#f224-287#hardneg-f4-r2,Subject 2/ADL/08.mp4#f224-287,2,4,2,0.90291864,2
Subject 2/ADL/09.mp4#f80-143#hardneg-f4-r1,Subject 2/ADL/09.mp4#f80-143,2,4,2,0.85308725,1
Subject 2/ADL/09.mp4#f80-143#hardneg-f4-r2,Subject 2/ADL/09.mp4#f80-143,2,4,2,0.85308725,2
Subject 2/ADL/09.mp4#f96-159#hardneg-f4-r1,Subject 2/ADL/09.mp4#f96-159,2,4,2,0.88320524,1
Subject 2/ADL/09.mp4#f96-159#hardneg-f4-r2,Subject 2/ADL/09.mp4#f96-159,2,4,2,0.88320524,2
Subject 2/ADL/12.mp4#f112-175#hardneg-f4-r1,Subject 2/ADL/12.mp4#f112-175,2,4,2,0.98733705,1
Subject 2/ADL/12.mp4#f112-175#hardneg-f4-r2,Subject 2/ADL/12.mp4#f112-175,2,4,2,0.98733705,2
Subject 2/ADL/12.mp4#f128-191#hardneg-f4-r1,Subject 2/ADL/12.mp4#f128-191,2,4,2,0.94986445,1
Subject 2/ADL/12.mp4#f128-191#hardneg-f4-r2,Subject 2/ADL/12.mp4#f128-191,2,4,2,0.94986445,2
Subject 2/ADL/12.mp4#f144-207#hardneg-f4-r1,Subject 2/ADL/12.mp4#f144-207,2,4,2,0.93412250,1
Subject 2/ADL/12.mp4#f144-207#hardneg-f4-r2,Subject 2/ADL/12.mp4#f144-207,2,4,2,0.93412250,2
Subject 2/ADL/12.mp4#f160-223#hardneg-f4-r1,Subject 2/ADL/12.mp4#f160-223,2,4,2,0.89470804,1
Subject 2/ADL/12.mp4#f160-223#hardneg-f4-r2,Subject 2/ADL/12.mp4#f160-223,2,4,2,0.89470804,2
Subject 2/ADL/12.mp4#f64-127#hardneg-f4-r1,Subject 2/ADL/12.mp4#f64-127,2,4,2,0.94936639,1
Subject 2/ADL/12.mp4#f64-127#hardneg-f4-r2,Subject 2/ADL/12.mp4#f64-127,2,4,2,0.94936639,2
Subject 2/ADL/12.mp4#f80-143#hardneg-f4-r1,Subject 2/ADL/12.mp4#f80-143,2,4,2,0.98287570,1
Subject 2/ADL/12.mp4#f80-143#hardneg-f4-r2,Subject 2/ADL/12.mp4#f80-143,2,4,2,0.98287570,2
Subject 2/ADL/12.mp4#f96-159#hardneg-f4-r1,Subject 2/ADL/12.mp4#f96-159,2,4,2,0.99152219,1
Subject 2/ADL/12.mp4#f96-159#hardneg-f4-r2,Subject 2/ADL/12.mp4#f96-159,2,4,2,0.99152219,2
Subject 2/ADL/13.mp4#f0-63#hardneg-f4-r1,Subject 2/ADL/13.mp4#f0-63,2,4,2,0.87222350,1
Subject 2/ADL/13.mp4#f0-63#hardneg-f4-r2,Subject 2/ADL/13.mp4#f0-63,2,4,2,0.87222350,2
Subject 2/ADL/13.mp4#f16-79#hardneg-f4-r1,Subject 2/ADL/13.mp4#f16-79,2,4,2,0.90576732,1
Subject 2/ADL/13.mp4#f16-79#hardneg-f4-r2,Subject 2/ADL/13.mp4#f16-79,2,4,2,0.90576732,2
Subject 2/ADL/14.mp4#f16-79#hardneg-f4-r1,Subject 2/ADL/14.mp4#f16-79,2,4,2,0.86848569,1
Subject 2/ADL/14.mp4#f16-79#hardneg-f4-r2,Subject 2/ADL/14.mp4#f16-79,2,4,2,0.86848569,2
Subject 2/ADL/14.mp4#f32-95#hardneg-f4-r1,Subject 2/ADL/14.mp4#f32-95,2,4,2,0.87874633,1
Subject 2/ADL/14.mp4#f32-95#hardneg-f4-r2,Subject 2/ADL/14.mp4#f32-95,2,4,2,0.87874633,2
Subject 2/ADL/14.mp4#f48-111#hardneg-f4-r1,Subject 2/ADL/14.mp4#f48-111,2,4,2,0.86978859,1
Subject 2/ADL/14.mp4#f48-111#hardneg-f4-r2,Subject 2/ADL/14.mp4#f48-111,2,4,2,0.86978859,2
Subject 2/ADL/15.mp4#f112-175#hardneg-f4-r1,Subject 2/ADL/15.mp4#f112-175,2,4,2,0.90562493,1
Subject 2/ADL/15.mp4#f112-175#hardneg-f4-r2,Subject 2/ADL/15.mp4#f112-175,2,4,2,0.90562493,2
Subject 2/ADL/15.mp4#f80-143#hardneg-f4-r1,Subject 2/ADL/15.mp4#f80-143,2,4,2,0.85133976,1
Subject 2/ADL/15.mp4#f80-143#hardneg-f4-r2,Subject 2/ADL/15.mp4#f80-143,2,4,2,0.85133976,2
Subject 2/ADL/15.mp4#f96-159#hardneg-f4-r1,Subject 2/ADL/15.mp4#f96-159,2,4,2,0.89566225,1
Subject 2/ADL/15.mp4#f96-159#hardneg-f4-r2,Subject 2/ADL/15.mp4#f96-159,2,4,2,0.89566225,2
Subject 2/ADL/19.mp4#f0-63#hardneg-f4-r1,Subject 2/ADL/19.mp4#f0-63,2,4,2,0.99946302,1
Subject 2/ADL/19.mp4#f0-63#hardneg-f4-r2,Subject 2/ADL/19.mp4#f0-63,2,4,2,0.99946302,2
Subject 2/ADL/19.mp4#f16-79#hardneg-f4-r1,Subject 2/ADL/19.mp4#f16-79,2,4,2,0.98594725,1
Subject 2/ADL/19.mp4#f16-79#hardneg-f4-r2,Subject 2/ADL/19.mp4#f16-79,2,4,2,0.98594725,2
Subject 2/ADL/20.mp4#f16-79#hardneg-f4-r1,Subject 2/ADL/20.mp4#f16-79,2,4,2,0.99354726,1
Subject 2/ADL/20.mp4#f16-79#hardneg-f4-r2,Subject 2/ADL/20.mp4#f16-79,2,4,2,0.99354726,2
Subject 2/ADL/20.mp4#f32-95#hardneg-f4-r1,Subject 2/ADL/20.mp4#f32-95,2,4,2,0.99592388,1
