path,label,start_frame,end_frame,scenario,cam,dataset,source_row,pose_path,backend,frames,zero_pose_frames,mean_confidence,source_frames,track_count,primary_track_id,primary_track_coverage
dataset/dataset/chute05/cam7.avi,0,368,398,5,7,mcfd,119,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam7__f368_398.npz,yolo_bytetrack,64,64,0.000000,778,0,-1,0.000000
dataset/dataset/chute05/cam8.avi,1,309,339,5,8,mcfd,120,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam8__f309_339.npz,yolo_bytetrack,64,35,0.391397,750,1,2209,0.451613
dataset/dataset/chute05/cam8.avi,0,340,370,5,8,mcfd,121,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute05__cam8__f340_370.npz,yolo_bytetrack,64,64,0.000000,750,0,-1,0.000000
dataset/dataset/chute06/cam1.avi,0,532,562,6,1,mcfd,122,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam1__f532_562.npz,yolo_bytetrack,64,0,0.734676,1256,1,2270,1.000000
dataset/dataset/chute06/cam1.avi,1,583,613,6,1,mcfd,123,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam1__f583_613.npz,yolo_bytetrack,64,0,0.879491,1256,1,2270,1.000000
dataset/dataset/chute06/cam1.avi,1,603,633,6,1,mcfd,124,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam1__f603_633.npz,yolo_bytetrack,64,8,0.784795,1256,1,2270,0.870968
dataset/dataset/chute06/cam1.avi,0,640,670,6,1,mcfd,125,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam1__f640_670.npz,yolo_bytetrack,64,39,0.295614,1256,1,2270,0.387097
dataset/dataset/chute06/cam2.avi,0,632,662,6,2,mcfd,126,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam2__f632_662.npz,yolo_bytetrack,64,14,0.555271,1356,1,2323,0.774194
dataset/dataset/chute06/cam2.avi,1,683,713,6,2,mcfd,127,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam2__f683_713.npz,yolo_bytetrack,64,2,0.705827,1356,1,2323,0.967742
dataset/dataset/chute06/cam2.avi,1,703,733,6,2,mcfd,128,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam2__f703_733.npz,yolo_bytetrack,64,14,0.607140,1356,2,2323,0.774194
dataset/dataset/chute06/cam2.avi,0,740,770,6,2,mcfd,129,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam2__f740_770.npz,yolo_bytetrack,64,0,0.905294,1356,1,2326,1.000000
dataset/dataset/chute06/cam3.avi,0,638,668,6,3,mcfd,130,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam3__f638_668.npz,yolo_bytetrack,64,19,0.526105,1362,2,2374,0.709677
dataset/dataset/chute06/cam3.avi,1,689,719,6,3,mcfd,131,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam3__f689_719.npz,yolo_bytetrack,64,6,0.680707,1362,1,2374,0.903226
dataset/dataset/chute06/cam3.avi,1,709,739,6,3,mcfd,132,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam3__f709_739.npz,yolo_bytetrack,64,44,0.223623,1362,1,2374,0.322581
dataset/dataset/chute06/cam3.avi,0,746,776,6,3,mcfd,133,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam3__f746_776.npz,yolo_bytetrack,64,64,0.000000,1362,0,-1,0.000000
dataset/dataset/chute06/cam4.avi,0,622,652,6,4,mcfd,134,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam4__f622_652.npz,yolo_bytetrack,64,6,0.759230,1346,1,2479,0.903226
dataset/dataset/chute06/cam4.avi,1,673,703,6,4,mcfd,135,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam4__f673_703.npz,yolo_bytetrack,64,2,0.671850,1346,1,2479,0.967742
dataset/dataset/chute06/cam4.avi,1,693,723,6,4,mcfd,136,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam4__f693_723.npz,yolo_bytetrack,64,44,0.215522,1346,1,2479,0.322581
dataset/dataset/chute06/cam4.avi,0,730,760,6,4,mcfd,137,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam4__f730_760.npz,yolo_bytetrack,64,64,0.000000,1346,0,-1,0.000000
dataset/dataset/chute06/cam5.avi,0,622,652,6,5,mcfd,138,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam5__f622_652.npz,yolo_bytetrack,64,0,0.825223,1345,2,2616,1.000000
dataset/dataset/chute06/cam5.avi,1,673,703,6,5,mcfd,139,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam5__f673_703.npz,yolo_bytetrack,64,0,0.958094,1345,1,2616,1.000000
dataset/dataset/chute06/cam5.avi,1,693,723,6,5,mcfd,140,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam5__f693_723.npz,yolo_bytetrack,64,14,0.701617,1345,1,2616,0.774194
dataset/dataset/chute06/cam5.avi,0,730,760,6,5,mcfd,141,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam5__f730_760.npz,yolo_bytetrack,64,4,0.726709,1345,2,2616,0.935484
dataset/dataset/chute06/cam6.avi,0,635,665,6,6,mcfd,142,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam6__f635_665.npz,yolo_bytetrack,64,0,0.879377,1359,1,2678,1.000000
dataset/dataset/chute06/cam6.avi,1,686,716,6,6,mcfd,143,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam6__f686_716.npz,yolo_bytetrack,64,27,0.406668,1359,1,2678,0.580645
dataset/dataset/chute06/cam6.avi,1,706,736,6,6,mcfd,144,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam6__f706_736.npz,yolo_bytetrack,64,64,0.000000,1359,0,-1,0.000000
dataset/dataset/chute06/cam6.avi,0,743,773,6,6,mcfd,145,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam6__f743_773.npz,yolo_bytetrack,64,64,0.000000,1359,0,-1,0.000000
dataset/dataset/chute06/cam7.avi,0,635,665,6,7,mcfd,146,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam7__f635_665.npz,yolo_bytetrack,64,0,0.926920,1360,1,2704,1.000000
dataset/dataset/chute06/cam7.avi,1,686,716,6,7,mcfd,147,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam7__f686_716.npz,yolo_bytetrack,64,0,0.777620,1360,1,2704,1.000000
dataset/dataset/chute06/cam7.avi,1,706,736,6,7,mcfd,148,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam7__f706_736.npz,yolo_bytetrack,64,25,0.481378,1360,1,2704,0.612903
dataset/dataset/chute06/cam7.avi,0,743,773,6,7,mcfd,149,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam7__f743_773.npz,yolo_bytetrack,64,45,0.259299,1360,1,2715,0.290323
dataset/dataset/chute06/cam8.avi,0,621,651,6,8,mcfd,150,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam8__f621_651.npz,yolo_bytetrack,64,0,0.857922,1345,2,2775,1.000000
dataset/dataset/chute06/cam8.avi,1,672,702,6,8,mcfd,151,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam8__f672_702.npz,yolo_bytetrack,64,0,0.914878,1345,2,2775,1.000000
dataset/dataset/chute06/cam8.avi,1,692,722,6,8,mcfd,152,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam8__f692_722.npz,yolo_bytetrack,64,0,0.873147,1345,2,2775,1.000000
dataset/dataset/chute06/cam8.avi,0,729,759,6,8,mcfd,153,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute06__cam8__f729_759.npz,yolo_bytetrack,64,60,0.032766,1345,1,2789,0.064516
dataset/dataset/chute07/cam1.avi,0,473,503,7,1,mcfd,154,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam1__f473_503.npz,yolo_bytetrack,64,2,0.786861,926,1,2837,0.967742
dataset/dataset/chute07/cam1.avi,1,504,534,7,1,mcfd,155,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam1__f504_534.npz,yolo_bytetrack,64,27,0.445319,926,1,2837,0.580645
dataset/dataset/chute07/cam2.avi,0,460,490,7,2,mcfd,156,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam2__f460_490.npz,yolo_bytetrack,64,0,0.769590,912,1,2885,1.000000
dataset/dataset/chute07/cam2.avi,1,491,521,7,2,mcfd,157,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam2__f491_521.npz,yolo_bytetrack,64,20,0.487250,912,1,2885,0.677419
dataset/dataset/chute07/cam3.avi,0,460,490,7,3,mcfd,158,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam3__f460_490.npz,yolo_bytetrack,64,0,0.748590,914,1,2982,1.000000
dataset/dataset/chute07/cam3.avi,1,491,521,7,3,mcfd,159,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam3__f491_521.npz,yolo_bytetrack,64,12,0.598795,914,1,2982,0.806452
dataset/dataset/chute07/cam4.avi,0,445,475,7,4,mcfd,160,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam4__f445_475.npz,yolo_bytetrack,64,0,0.771568,898,1,3114,1.000000
dataset/dataset/chute07/cam4.avi,1,476,506,7,4,mcfd,161,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam4__f476_506.npz,yolo_bytetrack,64,0,0.750935,898,1,3114,1.000000
dataset/dataset/chute07/cam5.avi,0,463,493,7,5,mcfd,162,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam5__f463_493.npz,yolo_bytetrack,64,0,0.881513,899,2,3202,1.000000
dataset/dataset/chute07/cam5.avi,1,494,524,7,5,mcfd,163,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam5__f494_524.npz,yolo_bytetrack,64,44,0.129113,899,2,3192,0.322581
dataset/dataset/chute07/cam6.avi,0,463,493,7,6,mcfd,164,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam6__f463_493.npz,yolo_bytetrack,64,0,0.785376,915,1,3236,1.000000
dataset/dataset/chute07/cam6.avi,1,494,524,7,6,mcfd,165,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam6__f494_524.npz,yolo_bytetrack,64,0,0.828819,915,1,3236,1.000000
dataset/dataset/chute07/cam7.avi,0,463,493,7,7,mcfd,166,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam7__f463_493.npz,yolo_bytetrack,64,0,0.898090,916,1,3251,1.000000
dataset/dataset/chute07/cam7.avi,1,494,524,7,7,mcfd,167,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam7__f494_524.npz,yolo_bytetrack,64,4,0.828817,916,1,3251,0.935484
dataset/dataset/chute07/cam8.avi,0,463,493,7,8,mcfd,168,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam8__f463_493.npz,yolo_bytetrack,64,0,0.913148,918,2,3298,1.000000
dataset/dataset/chute07/cam8.avi,1,494,524,7,8,mcfd,169,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute07__cam8__f494_524.npz,yolo_bytetrack,64,4,0.845147,918,2,3298,0.935484
dataset/dataset/chute08/cam1.avi,0,332,362,8,1,mcfd,170,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam1__f332_362.npz,yolo_bytetrack,64,0,0.851693,713,1,3392,1.000000
dataset/dataset/chute08/cam1.avi,1,363,393,8,1,mcfd,171,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam1__f363_393.npz,yolo_bytetrack,64,33,0.405007,713,2,3392,0.483871
dataset/dataset/chute08/cam2.avi,0,319,349,8,2,mcfd,172,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam2__f319_349.npz,yolo_bytetrack,64,0,0.772447,700,1,3429,1.000000
dataset/dataset/chute08/cam2.avi,1,350,380,8,2,mcfd,173,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam2__f350_380.npz,yolo_bytetrack,64,39,0.309743,700,2,3429,0.387097
dataset/dataset/chute08/cam3.avi,0,240,270,8,3,mcfd,174,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam3__f240_270.npz,yolo_bytetrack,64,4,0.693809,621,1,3473,0.935484
dataset/dataset/chute08/cam3.avi,1,271,301,8,3,mcfd,175,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam3__f271_301.npz,yolo_bytetrack,64,45,0.200469,621,2,3473,0.290323
dataset/dataset/chute08/cam4.avi,0,321,351,8,4,mcfd,176,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam4__f321_351.npz,yolo_bytetrack,64,0,0.733403,702,2,3559,1.000000
dataset/dataset/chute08/cam4.avi,1,352,382,8,4,mcfd,177,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam4__f352_382.npz,yolo_bytetrack,64,47,0.192581,702,2,3573,0.258065
dataset/dataset/chute08/cam5.avi,0,304,334,8,5,mcfd,178,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam5__f304_334.npz,yolo_bytetrack,64,0,0.948193,685,2,3628,1.000000
dataset/dataset/chute08/cam5.avi,1,335,365,8,5,mcfd,179,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam5__f335_365.npz,yolo_bytetrack,64,29,0.513692,685,2,3628,0.548387
dataset/dataset/chute08/cam6.avi,0,321,351,8,6,mcfd,180,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam6__f321_351.npz,yolo_bytetrack,64,0,0.754399,702,1,3656,1.000000
dataset/dataset/chute08/cam6.avi,1,352,382,8,6,mcfd,181,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam6__f352_382.npz,yolo_bytetrack,64,33,0.363430,702,1,3656,0.483871
dataset/dataset/chute08/cam7.avi,0,321,351,8,7,mcfd,182,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam7__f321_351.npz,yolo_bytetrack,64,0,0.809655,703,1,3682,1.000000
dataset/dataset/chute08/cam7.avi,1,352,382,8,7,mcfd,183,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam7__f352_382.npz,yolo_bytetrack,64,0,0.810909,703,1,3682,1.000000
dataset/dataset/chute08/cam8.avi,0,296,326,8,8,mcfd,184,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam8__f296_326.npz,yolo_bytetrack,64,0,0.938610,677,2,3713,1.000000
dataset/dataset/chute08/cam8.avi,1,327,357,8,8,mcfd,185,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute08__cam8__f327_357.npz,yolo_bytetrack,64,0,0.883583,677,2,3713,1.000000
dataset/dataset/chute09/cam1.avi,0,612,642,9,1,mcfd,186,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam1__f612_642.npz,yolo_bytetrack,64,0,0.664895,933,1,3766,1.000000
dataset/dataset/chute09/cam1.avi,1,643,673,9,1,mcfd,187,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam1__f643_673.npz,yolo_bytetrack,64,2,0.690062,933,1,3766,0.967742
dataset/dataset/chute09/cam1.avi,0,674,704,9,1,mcfd,188,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam1__f674_704.npz,yolo_bytetrack,64,0,0.632062,933,1,3766,1.000000
dataset/dataset/chute09/cam2.avi,0,603,633,9,2,mcfd,189,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam2__f603_633.npz,yolo_bytetrack,64,13,0.536974,924,1,3784,0.806452
dataset/dataset/chute09/cam2.avi,1,634,664,9,2,mcfd,190,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam2__f634_664.npz,yolo_bytetrack,64,18,0.542687,924,1,3784,0.709677
dataset/dataset/chute09/cam2.avi,0,665,695,9,2,mcfd,191,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam2__f665_695.npz,yolo_bytetrack,64,64,0.000000,924,0,-1,0.000000
dataset/dataset/chute09/cam3.avi,0,594,624,9,3,mcfd,192,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam3__f594_624.npz,yolo_bytetrack,64,48,0.173285,916,1,3826,0.258065
dataset/dataset/chute09/cam3.avi,1,625,655,9,3,mcfd,193,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam3__f625_655.npz,yolo_bytetrack,64,37,0.316082,916,2,3826,0.419355
dataset/dataset/chute09/cam3.avi,0,656,686,9,3,mcfd,194,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam3__f656_686.npz,yolo_bytetrack,64,64,0.000000,916,0,-1,0.000000
dataset/dataset/chute09/cam4.avi,0,612,642,9,4,mcfd,195,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam4__f612_642.npz,yolo_bytetrack,64,58,0.064161,934,2,3935,0.096774
dataset/dataset/chute09/cam4.avi,1,643,673,9,4,mcfd,196,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam4__f643_673.npz,yolo_bytetrack,64,41,0.291069,934,2,3943,0.354839
dataset/dataset/chute09/cam4.avi,0,674,704,9,4,mcfd,197,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam4__f674_704.npz,yolo_bytetrack,64,56,0.086614,934,1,3935,0.129032
dataset/dataset/chute09/cam5.avi,0,606,636,9,5,mcfd,198,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam5__f606_636.npz,yolo_bytetrack,64,0,0.629454,928,1,3995,1.000000
dataset/dataset/chute09/cam5.avi,1,637,667,9,5,mcfd,199,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam5__f637_667.npz,yolo_bytetrack,64,14,0.598191,928,1,3995,0.774194
dataset/dataset/chute09/cam5.avi,0,668,698,9,5,mcfd,200,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam5__f668_698.npz,yolo_bytetrack,64,64,0.000000,928,0,-1,0.000000
dataset/dataset/chute09/cam6.avi,0,606,636,9,6,mcfd,201,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam6__f606_636.npz,yolo_bytetrack,64,52,0.142499,926,1,4029,0.193548
dataset/dataset/chute09/cam6.avi,1,637,667,9,6,mcfd,202,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam6__f637_667.npz,yolo_bytetrack,64,37,0.301394,926,1,4029,0.419355
dataset/dataset/chute09/cam6.avi,0,668,698,9,6,mcfd,203,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam6__f668_698.npz,yolo_bytetrack,64,64,0.000000,926,0,-1,0.000000
dataset/dataset/chute09/cam7.avi,0,606,636,9,7,mcfd,204,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam7__f606_636.npz,yolo_bytetrack,64,48,0.192735,927,1,4044,0.258065
dataset/dataset/chute09/cam7.avi,1,637,667,9,7,mcfd,205,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam7__f637_667.npz,yolo_bytetrack,64,27,0.441565,927,2,4044,0.580645
dataset/dataset/chute09/cam7.avi,0,668,698,9,7,mcfd,206,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam7__f668_698.npz,yolo_bytetrack,64,64,0.000000,927,0,-1,0.000000
dataset/dataset/chute09/cam8.avi,0,594,624,9,8,mcfd,207,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam8__f594_624.npz,yolo_bytetrack,64,10,0.598251,915,2,4102,0.838710
dataset/dataset/chute09/cam8.avi,1,625,655,9,8,mcfd,208,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam8__f625_655.npz,yolo_bytetrack,64,16,0.575287,915,1,4102,0.741935
dataset/dataset/chute09/cam8.avi,0,656,686,9,8,mcfd,209,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute09__cam8__f656_686.npz,yolo_bytetrack,64,64,0.000000,915,0,-1,0.000000
dataset/dataset/chute10/cam1.avi,0,499,529,10,1,mcfd,210,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam1__f499_529.npz,yolo_bytetrack,64,4,0.610273,943,1,4129,0.935484
dataset/dataset/chute10/cam1.avi,1,520,550,10,1,mcfd,211,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam1__f520_550.npz,yolo_bytetrack,64,0,0.673214,943,1,4129,1.000000
dataset/dataset/chute10/cam1.avi,0,551,581,10,1,mcfd,212,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam1__f551_581.npz,yolo_bytetrack,64,0,0.748028,943,1,4129,1.000000
dataset/dataset/chute10/cam2.avi,0,499,529,10,2,mcfd,213,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam2__f499_529.npz,yolo_bytetrack,64,0,0.653942,944,1,4190,1.000000
dataset/dataset/chute10/cam2.avi,1,520,550,10,2,mcfd,214,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam2__f520_550.npz,yolo_bytetrack,64,2,0.600449,944,1,4190,0.967742
dataset/dataset/chute10/cam2.avi,0,551,581,10,2,mcfd,215,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam2__f551_581.npz,yolo_bytetrack,64,2,0.614606,944,1,4190,0.967742
dataset/dataset/chute10/cam3.avi,0,504,534,10,3,mcfd,216,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam3__f504_534.npz,yolo_bytetrack,64,6,0.562828,948,1,4230,0.903226
dataset/dataset/chute10/cam3.avi,1,525,555,10,3,mcfd,217,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam3__f525_555.npz,yolo_bytetrack,64,41,0.198680,948,1,4230,0.354839
dataset/dataset/chute10/cam3.avi,0,556,586,10,3,mcfd,218,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam3__f556_586.npz,yolo_bytetrack,64,64,0.000000,948,0,-1,0.000000
dataset/dataset/chute10/cam4.avi,0,518,548,10,4,mcfd,219,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam4__f518_548.npz,yolo_bytetrack,64,12,0.606594,962,1,4315,0.806452
dataset/dataset/chute10/cam4.avi,1,539,569,10,4,mcfd,220,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam4__f539_569.npz,yolo_bytetrack,64,54,0.114887,962,1,4315,0.161290
dataset/dataset/chute10/cam4.avi,0,570,600,10,4,mcfd,221,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam4__f570_600.npz,yolo_bytetrack,64,64,0.000000,962,0,-1,0.000000
dataset/dataset/chute10/cam5.avi,0,497,527,10,5,mcfd,222,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam5__f497_527.npz,yolo_bytetrack,64,0,0.763938,941,2,4437,1.000000
dataset/dataset/chute10/cam5.avi,1,518,548,10,5,mcfd,223,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam5__f518_548.npz,yolo_bytetrack,64,8,0.716561,941,3,4437,0.870968
dataset/dataset/chute10/cam5.avi,0,549,579,10,5,mcfd,224,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam5__f549_579.npz,yolo_bytetrack,64,0,0.824369,941,3,4437,1.000000
dataset/dataset/chute10/cam6.avi,0,502,532,10,6,mcfd,225,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam6__f502_532.npz,yolo_bytetrack,64,10,0.608535,946,1,4484,0.838710
dataset/dataset/chute10/cam6.avi,1,523,553,10,6,mcfd,226,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam6__f523_553.npz,yolo_bytetrack,64,54,0.114952,946,1,4484,0.161290
dataset/dataset/chute10/cam6.avi,0,554,584,10,6,mcfd,227,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam6__f554_584.npz,yolo_bytetrack,64,64,0.000000,946,0,-1,0.000000
dataset/dataset/chute10/cam7.avi,0,504,534,10,7,mcfd,228,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam7__f504_534.npz,yolo_bytetrack,64,0,0.812569,948,1,4505,1.000000
dataset/dataset/chute10/cam7.avi,1,525,555,10,7,mcfd,229,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam7__f525_555.npz,yolo_bytetrack,64,37,0.353126,948,1,4505,0.419355
dataset/dataset/chute10/cam7.avi,0,556,586,10,7,mcfd,230,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam7__f556_586.npz,yolo_bytetrack,64,4,0.779852,948,1,4505,0.935484
dataset/dataset/chute10/cam8.avi,0,485,515,10,8,mcfd,231,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam8__f485_515.npz,yolo_bytetrack,64,0,0.752274,929,2,4543,1.000000
dataset/dataset/chute10/cam8.avi,1,506,536,10,8,mcfd,232,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam8__f506_536.npz,yolo_bytetrack,64,0,0.849392,929,2,4543,1.000000
dataset/dataset/chute10/cam8.avi,0,537,567,10,8,mcfd,233,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute10__cam8__f537_567.npz,yolo_bytetrack,64,0,0.855102,929,2,4543,1.000000
dataset/dataset/chute11/cam1.avi,0,454,484,11,1,mcfd,234,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute11__cam1__f454_484.npz,yolo_bytetrack,64,0,0.932458,822,1,4592,1.000000
dataset/dataset/chute11/cam1.avi,1,485,515,11,1,mcfd,235,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute11__cam1__f485_515.npz,yolo_bytetrack,64,14,0.716250,822,1,4592,0.774194
dataset/dataset/chute11/cam1.avi,0,516,546,11,1,mcfd,236,data/poses/yolo_bytetrack/mcfd_t64_c010/dataset__dataset__chute11__cam1__f516_546.npz,yolo_bytetrack,64,52,0.132257,822,1,4597,0.193548
