path,label,subject,dataset,pose_path,backend,frames,zero_pose_frames,mean_confidence,source_frames,track_count,primary_track_id,primary_track_coverage
Subject 4/ADL/13.mp4,0,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__ADL__13.npz,yolo_bytetrack,64,0,0.788899,164,1,1045,1.000000
Subject 4/ADL/14.mp4,0,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__ADL__14.npz,yolo_bytetrack,64,0,0.723041,248,1,1045,1.000000
Subject 4/ADL/15.mp4,0,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__ADL__15.npz,yolo_bytetrack,64,27,0.476150,159,2,1045,0.572327
Subject 4/ADL/16.mp4,0,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__ADL__16.npz,yolo_bytetrack,64,2,0.842663,213,6,1052,0.985915
Subject 4/ADL/17.mp4,0,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__ADL__17.npz,yolo_bytetrack,64,6,0.656985,186,1,1073,0.908602
Subject 4/ADL/18.mp4,0,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__ADL__18.npz,yolo_bytetrack,64,1,0.900795,421,1,1074,0.997625
Subject 4/ADL/19.mp4,0,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__ADL__19.npz,yolo_bytetrack,64,2,0.857406,296,1,1076,0.993243
Subject 4/ADL/20.mp4,0,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__ADL__20.npz,yolo_bytetrack,64,0,0.937919,523,1,1076,1.000000
Subject 4/Fall/01.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__01.npz,yolo_bytetrack,64,31,0.390272,139,2,1078,0.532374
Subject 4/Fall/02.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__02.npz,yolo_bytetrack,64,18,0.495986,89,1,1085,0.719101
Subject 4/Fall/03.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__03.npz,yolo_bytetrack,64,6,0.415049,200,2,1097,0.895000
Subject 4/Fall/04.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__04.npz,yolo_bytetrack,64,25,0.341873,141,2,1108,0.602837
Subject 4/Fall/05.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__05.npz,yolo_bytetrack,64,1,0.880175,221,1,1111,0.995475
Subject 4/Fall/06.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__06.npz,yolo_bytetrack,64,26,0.505623,183,1,1111,0.601093
Subject 4/Fall/07.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__07.npz,yolo_bytetrack,64,5,0.674860,188,1,1116,0.936170
Subject 4/Fall/08.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__08.npz,yolo_bytetrack,64,34,0.415374,187,2,1119,0.491979
Subject 4/Fall/09.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__09.npz,yolo_bytetrack,64,1,0.702814,181,1,1123,0.994475
Subject 4/Fall/10.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__10.npz,yolo_bytetrack,64,31,0.400788,151,2,1123,0.509934
Subject 4/Fall/11.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__11.npz,yolo_bytetrack,64,29,0.140139,136,3,1131,0.529412
Subject 4/Fall/12.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__12.npz,yolo_bytetrack,64,1,0.634736,138,1,1132,0.978261
Subject 4/Fall/13.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__13.npz,yolo_bytetrack,64,14,0.622682,149,2,1135,0.812081
Subject 4/Fall/14.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__14.npz,yolo_bytetrack,64,27,0.475308,157,2,1137,0.598726
Subject 4/Fall/15.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__15.npz,yolo_bytetrack,64,1,0.716491,145,1,1140,0.993103
Subject 4/Fall/16.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__16.npz,yolo_bytetrack,64,7,0.432127,212,1,1145,0.891509
Subject 4/Fall/17.mp4,1,4,gmdcsa24,data/poses/yolo_bytetrack/gmdcsa24_t64_c010/Subject_4__Fall__17.npz,yolo_bytetrack,64,1,0.800779,207,1,1146,0.995169
