path,label,start,end,subject,cam,dataset
Subject5/Activity4/Trial3/Subject5Activity4Trial3Camera1,2,3.153,9.92137,5,1,up_fall
Subject5/Activity2/Trial2/Subject5Activity2Trial2Camera1,9,3.163,9.89264,5,1,up_fall
Subject5/Activity3/Trial3/Subject5Activity3Trial3Camera1,2,3.258,9.93722,5,1,up_fall
Subject5/Activity9/Trial2/Subject5Activity9Trial2Camera1,8,3.328419,9.959168,5,1,up_fall
Subject5/Activity9/Trial3/Subject5Activity9Trial3Camera1,8,3.399795,9.890466,5,1,up_fall
Subject5/Activity4/Trial1/Subject5Activity4Trial1Camera1,2,3.466,9.95486,5,1,up_fall
Subject5/Activity3/Trial1/Subject5Activity3Trial1Camera1,2,3.508,9.86227,5,1,up_fall
Subject5/Activity4/Trial2/Subject5Activity4Trial2Camera1,2,3.549,9.92173,5,1,up_fall
Subject5/Activity1/Trial2/Subject5Activity1Trial2Camera1,6,3.626699,9.914808,5,1,up_fall
Subject5/Activity5/Trial2/Subject5Activity5Trial2Camera1,4,3.753,9.93514,5,1,up_fall
Subject5/Activity1/Trial3/Subject5Activity1Trial3Camera1,2,3.841,9.85661,5,1,up_fall
Subject5/Activity5/Trial1/Subject5Activity5Trial1Camera1,4,4.487,9.93847,5,1,up_fall
Subject5/Activity5/Trial3/Subject5Activity5Trial3Camera1,4,5.278,9.90097,5,1,up_fall
Subject5/Activity1/Trial1/Subject5Activity1Trial1Camera2,8,0.0,1.63264,5,2,up_fall
Subject5/Activity1/Trial2/Subject5Activity1Trial2Camera2,8,0.0,2.13264,5,2,up_fall
Subject5/Activity1/Trial3/Subject5Activity1Trial3Camera2,8,0.0,1.86181,5,2,up_fall
Subject5/Activity10/Trial1/Subject5Activity10Trial1Camera2,9,0.0,29.953928,5,2,up_fall
Subject5/Activity10/Trial2/Subject5Activity10Trial2Camera2,9,0.0,29.933923,5,2,up_fall
Subject5/Activity10/Trial3/Subject5Activity10Trial3Camera2,9,0.0,29.897891,5,2,up_fall
Subject5/Activity11/Trial1/Subject5Activity11Trial1Camera2,6,0.0,59.938120000000005,5,2,up_fall
Subject5/Activity11/Trial2/Subject5Activity11Trial2Camera2,6,0.0,59.936566,5,2,up_fall
Subject5/Activity11/Trial3/Subject5Activity11Trial3Camera2,6,0.0,59.893748,5,2,up_fall
Subject5/Activity2/Trial1/Subject5Activity2Trial1Camera2,8,0.0,1.4042260000000002,5,2,up_fall
Subject5/Activity2/Trial2/Subject5Activity2Trial2Camera2,8,0.0,0.78739,5,2,up_fall
Subject5/Activity2/Trial3/Subject5Activity2Trial3Camera2,8,0.0,1.101012,5,2,up_fall
Subject5/Activity3/Trial1/Subject5Activity3Trial1Camera2,8,0.0,1.0936210000000002,5,2,up_fall
Subject5/Activity3/Trial2/Subject5Activity3Trial2Camera2,8,0.0,0.720438,5,2,up_fall
Subject5/Activity3/Trial3/Subject5Activity3Trial3Camera2,8,0.0,1.42431,5,2,up_fall
Subject5/Activity4/Trial1/Subject5Activity4Trial1Camera2,8,0.0,1.50764,5,2,up_fall
Subject5/Activity4/Trial2/Subject5Activity4Trial2Camera2,8,0.0,1.42431,5,2,up_fall
Subject5/Activity4/Trial3/Subject5Activity4Trial3Camera2,8,0.0,0.962748,5,2,up_fall
Subject5/Activity5/Trial1/Subject5Activity5Trial1Camera2,8,0.0,1.063342,5,2,up_fall
Subject5/Activity5/Trial2/Subject5Activity5Trial2Camera2,8,0.0,0.952045,5,2,up_fall
Subject5/Activity5/Trial3/Subject5Activity5Trial3Camera2,8,0.0,1.736165,5,2,up_fall
Subject5/Activity6/Trial1/Subject5Activity6Trial1Camera2,0,0.0,59.863167,5,2,up_fall
Subject5/Activity6/Trial2/Subject5Activity6Trial2Camera2,0,0.0,59.942335,5,2,up_fall
Subject5/Activity6/Trial3/Subject5Activity6Trial3Camera2,0,0.0,59.946129,5,2,up_fall
Subject5/Activity7/Trial1/Subject5Activity7Trial1Camera2,8,0.0,59.830771,5,2,up_fall
Subject5/Activity7/Trial2/Subject5Activity7Trial2Camera2,8,0.0,59.911550000000005,5,2,up_fall
Subject5/Activity7/Trial3/Subject5Activity7Trial3Camera2,8,0.0,59.967293,5,2,up_fall
Subject5/Activity8/Trial1/Subject5Activity8Trial1Camera2,4,0.0,59.917754,5,2,up_fall
Subject5/Activity8/Trial2/Subject5Activity8Trial2Camera2,4,0.0,59.934159,5,2,up_fall
Subject5/Activity8/Trial3/Subject5Activity8Trial3Camera2,4,0.0,59.954393,5,2,up_fall
Subject5/Activity9/Trial1/Subject5Activity9Trial1Camera2,8,0.0,0.797692,5,2,up_fall
Subject5/Activity9/Trial2/Subject5Activity9Trial2Camera2,8,0.0,1.45334,5,2,up_fall
Subject5/Activity9/Trial3/Subject5Activity9Trial3Camera2,8,0.0,1.499826,5,2,up_fall
Subject5/Activity2/Trial2/Subject5Activity2Trial2Camera2,1,0.835518,3.163111,5,2,up_fall
Subject5/Activity9/Trial1/Subject5Activity9Trial1Camera2,9,0.846322,2.905255,5,2,up_fall
Subject5/Activity3/Trial2/Subject5Activity3Trial2Camera2,1,0.860195,3.02847,5,2,up_fall
Subject5/Activity4/Trial3/Subject5Activity4Trial3Camera2,1,1.00486,3.15347,5,2,up_fall
Subject5/Activity5/Trial2/Subject5Activity5Trial2Camera2,1,1.013709,1.959773,5,2,up_fall
Subject5/Activity5/Trial1/Subject5Activity5Trial1Camera2,1,1.1235039999999998,2.875846,5,2,up_fall
Subject5/Activity3/Trial1/Subject5Activity3Trial1Camera2,1,1.142568,3.50764,5,2,up_fall
Subject5/Activity2/Trial3/Subject5Activity2Trial3Camera2,1,1.179224,2.4776170000000004,5,2,up_fall
Subject5/Activity4/Trial2/Subject5Activity4Trial2Camera2,1,1.424,3.54931,5,2,up_fall
Subject5/Activity3/Trial3/Subject5Activity3Trial3Camera2,1,1.424,3.25764,5,2,up_fall
Subject5/Activity2/Trial1/Subject5Activity2Trial1Camera2,1,1.461383,3.13264,5,2,up_fall
Subject5/Activity9/Trial2/Subject5Activity9Trial2Camera2,9,1.500466,3.281792,5,2,up_fall
Subject5/Activity4/Trial1/Subject5Activity4Trial1Camera2,1,1.508,3.46597,5,2,up_fall
Subject5/Activity9/Trial3/Subject5Activity9Trial3Camera2,9,1.553969,3.345149,5,2,up_fall
Subject5/Activity1/Trial1/Subject5Activity1Trial1Camera2,1,1.633,3.01345,5,2,up_fall
Subject5/Activity5/Trial3/Subject5Activity5Trial3Camera2,1,1.779781,3.07014,5,2,up_fall
Subject5/Activity1/Trial3/Subject5Activity1Trial3Camera2,1,1.862,3.84097,5,2,up_fall
Subject5/Activity5/Trial2/Subject5Activity5Trial2Camera2,2,2.00489,3.753,5,2,up_fall
Subject5/Activity1/Trial2/Subject5Activity1Trial2Camera2,1,2.133,3.57656,5,2,up_fall
Subject5/Activity2/Trial3/Subject5Activity2Trial3Camera2,9,2.478,9.89931,5,2,up_fall
Subject5/Activity5/Trial1/Subject5Activity5Trial1Camera2,7,2.920966,4.48681,5,2,up_fall
Subject5/Activity9/Trial1/Subject5Activity9Trial1Camera2,8,2.953884,9.954294,5,2,up_fall
Subject5/Activity3/Trial2/Subject5Activity3Trial2Camera2,2,3.028,9.89776,5,2,up_fall
Subject5/Activity1/Trial1/Subject5Activity1Trial1Camera2,2,3.062582,9.890759,5,2,up_fall
Subject5/Activity5/Trial3/Subject5Activity5Trial3Camera2,7,3.07,5.27847,5,2,up_fall
Subject5/Activity2/Trial1/Subject5Activity2Trial1Camera2,9,3.133,9.91847,5,2,up_fall
Subject5/Activity4/Trial3/Subject5Activity4Trial3Camera2,2,3.153,9.92137,5,2,up_fall
Subject5/Activity2/Trial2/Subject5Activity2Trial2Camera2,9,3.163,9.89264,5,2,up_fall
Subject5/Activity3/Trial3/Subject5Activity3Trial3Camera2,2,3.258,9.93722,5,2,up_fall
Subject5/Activity9/Trial2/Subject5Activity9Trial2Camera2,8,3.328419,9.959168,5,2,up_fall
Subject5/Activity9/Trial3/Subject5Activity9Trial3Camera2,8,3.399795,9.890466,5,2,up_fall
Subject5/Activity4/Trial1/Subject5Activity4Trial1Camera2,2,3.466,9.95486,5,2,up_fall
Subject5/Activity3/Trial1/Subject5Activity3Trial1Camera2,2,3.508,9.86227,5,2,up_fall
Subject5/Activity4/Trial2/Subject5Activity4Trial2Camera2,2,3.549,9.92173,5,2,up_fall
Subject5/Activity1/Trial2/Subject5Activity1Trial2Camera2,6,3.626699,9.914808,5,2,up_fall
Subject5/Activity5/Trial2/Subject5Activity5Trial2Camera2,4,3.753,9.93514,5,2,up_fall
Subject5/Activity1/Trial3/Subject5Activity1Trial3Camera2,2,3.841,9.85661,5,2,up_fall
Subject5/Activity5/Trial1/Subject5Activity5Trial1Camera2,4,4.487,9.93847,5,2,up_fall
Subject5/Activity5/Trial3/Subject5Activity5Trial3Camera2,4,5.278,9.90097,5,2,up_fall
Subject6/Activity1/Trial1/Subject6Activity1Trial1Camera1,8,0.0,1.15347,6,1,up_fall
Subject6/Activity1/Trial2/Subject6Activity1Trial2Camera1,8,0.0,0.79931,6,1,up_fall
Subject6/Activity1/Trial3/Subject6Activity1Trial3Camera1,8,0.0,1.07014,6,1,up_fall
Subject6/Activity10/Trial1/Subject6Activity10Trial1Camera1,9,0.0,29.932758000000003,6,1,up_fall
Subject6/Activity10/Trial2/Subject6Activity10Trial2Camera1,9,0.0,29.903068,6,1,up_fall
Subject6/Activity10/Trial3/Subject6Activity10Trial3Camera1,9,0.0,29.940433,6,1,up_fall
Subject6/Activity11/Trial1/Subject6Activity11Trial1Camera1,6,0.0,59.91116,6,1,up_fall
Subject6/Activity11/Trial2/Subject6Activity11Trial2Camera1,6,0.0,59.942128,6,1,up_fall
Subject6/Activity11/Trial3/Subject6Activity11Trial3Camera1,6,0.0,59.94354,6,1,up_fall
Subject6/Activity2/Trial1/Subject6Activity2Trial1Camera1,8,0.0,1.00764,6,1,up_fall
Subject6/Activity2/Trial2/Subject6Activity2Trial2Camera1,8,0.0,1.02847,6,1,up_fall
Subject6/Activity2/Trial3/Subject6Activity2Trial3Camera1,8,0.0,0.65347,6,1,up_fall
Subject6/Activity3/Trial1/Subject6Activity3Trial1Camera1,8,0.0,0.739507,6,1,up_fall
Subject6/Activity3/Trial2/Subject6Activity3Trial2Camera1,8,0.0,0.96597,6,1,up_fall
Subject6/Activity3/Trial3/Subject6Activity3Trial3Camera1,8,0.0,0.79931,6,1,up_fall
Subject6/Activity4/Trial1/Subject6Activity4Trial1Camera1,8,0.0,0.86181,6,1,up_fall
Subject6/Activity4/Trial2/Subject6Activity4Trial2Camera1,8,0.0,0.90347,6,1,up_fall
Subject6/Activity4/Trial3/Subject6Activity4Trial3Camera1,8,0.0,0.997606,6,1,up_fall
Subject6/Activity5/Trial1/Subject6Activity5Trial1Camera1,8,0.0,0.660888,6,1,up_fall
Subject6/Activity5/Trial2/Subject6Activity5Trial2Camera1,1,0.0,2.50764,6,1,up_fall
Subject6/Activity5/Trial3/Subject6Activity5Trial3Camera1,8,0.0,0.860869,6,1,up_fall
Subject6/Activity6/Trial1/Subject6Activity6Trial1Camera1,0,0.0,59.930466,6,1,up_fall
Subject6/Activity6/Trial2/Subject6Activity6Trial2Camera1,0,0.0,59.92987,6,1,up_fall
Subject6/Activity6/Trial3/Subject6Activity6Trial3Camera1,0,0.0,59.863689,6,1,up_fall
Subject6/Activity7/Trial1/Subject6Activity7Trial1Camera1,8,0.0,59.920382,6,1,up_fall
Subject6/Activity7/Trial2/Subject6Activity7Trial2Camera1,8,0.0,59.939839,6,1,up_fall
Subject6/Activity7/Trial3/Subject6Activity7Trial3Camera1,8,0.0,59.927757,6,1,up_fall
Subject6/Activity8/Trial1/Subject6Activity8Trial1Camera1,4,0.0,59.945647,6,1,up_fall
Subject6/Activity8/Trial2/Subject6Activity8Trial2Camera1,4,0.0,59.930757,6,1,up_fall
Subject6/Activity8/Trial3/Subject6Activity8Trial3Camera1,4,0.0,59.922873,6,1,up_fall
Subject6/Activity9/Trial1/Subject6Activity9Trial1Camera1,8,0.0,0.648624,6,1,up_fall
Subject6/Activity9/Trial2/Subject6Activity9Trial2Camera1,8,0.0,0.908026,6,1,up_fall
Subject6/Activity9/Trial3/Subject6Activity9Trial3Camera1,8,0.0,0.460264,6,1,up_fall
Subject6/Activity9/Trial3/Subject6Activity9Trial3Camera1,9,0.524442,2.32259,6,1,up_fall
Subject6/Activity2/Trial3/Subject6Activity2Trial3Camera1,1,0.653,2.38264,6,1,up_fall
Subject6/Activity9/Trial1/Subject6Activity9Trial1Camera1,9,0.702271,2.892031,6,1,up_fall
Subject6/Activity5/Trial1/Subject6Activity5Trial1Camera1,1,0.7401039999999999,2.82014,6,1,up_fall
Subject6/Activity3/Trial1/Subject6Activity3Trial1Camera1,1,0.798671,2.589422,6,1,up_fall
Subject6/Activity1/Trial2/Subject6Activity1Trial2Camera1,1,0.799,3.11181,6,1,up_fall
Subject6/Activity3/Trial3/Subject6Activity3Trial3Camera1,1,0.799,3.09097,6,1,up_fall
Subject6/Activity4/Trial1/Subject6Activity4Trial1Camera1,1,0.862,2.75764,6,1,up_fall
Subject6/Activity4/Trial2/Subject6Activity4Trial2Camera1,1,0.903,2.59097,6,1,up_fall
Subject6/Activity5/Trial3/Subject6Activity5Trial3Camera1,1,0.93106,3.25764,6,1,up_fall
Subject6/Activity9/Trial2/Subject6Activity9Trial2Camera1,9,0.952148,2.662967,6,1,up_fall
Subject6/Activity3/Trial2/Subject6Activity3Trial2Camera1,1,0.966,2.67431,6,1,up_fall
Subject6/Activity2/Trial1/Subject6Activity2Trial1Camera1,1,1.008,2.86336,6,1,up_fall
Subject6/Activity2/Trial2/Subject6Activity2Trial2Camera1,1,1.028,3.44514,6,1,up_fall
Subject6/Activity4/Trial3/Subject6Activity4Trial3Camera1,1,1.059775,3.09097,6,1,up_fall
Subject6/Activity1/Trial3/Subject6Activity1Trial3Camera1,1,1.07,2.88264,6,1,up_fall
Subject6/Activity1/Trial1/Subject6Activity1Trial1Camera1,1,1.153,3.34097,6,1,up_fall
Subject6/Activity9/Trial3/Subject6Activity9Trial3Camera1,8,2.3677550000000003,9.932236,6,1,up_fall
Subject6/Activity2/Trial3/Subject6Activity2Trial3Camera1,2,2.383,9.91088,6,1,up_fall
Subject6/Activity5/Trial2/Subject6Activity5Trial2Camera1,2,2.508,9.86058,6,1,up_fall
Subject6/Activity4/Trial2/Subject6Activity4Trial2Camera1,2,2.591,9.92109,6,1,up_fall
Subject6/Activity3/Trial2/Subject6Activity3Trial2Camera1,2,2.674,9.96565,6,1,up_fall
Subject6/Activity3/Trial1/Subject6Activity3Trial1Camera1,2,2.679668,9.940045,6,1,up_fall
Subject6/Activity9/Trial2/Subject6Activity9Trial2Camera1,8,2.724133,9.923194,6,1,up_fall
Subject6/Activity4/Trial1/Subject6Activity4Trial1Camera1,2,2.758,9.93518,6,1,up_fall
Subject6/Activity5/Trial1/Subject6Activity5Trial1Camera1,2,2.82,9.93961,6,1,up_fall
Subject6/Activity1/Trial3/Subject6Activity1Trial3Camera1,2,2.883,9.9316,6,1,up_fall
Subject6/Activity2/Trial1/Subject6Activity2Trial1Camera1,2,2.92452,9.866143,6,1,up_fall
Subject6/Activity9/Trial1/Subject6Activity9Trial1Camera1,8,2.962198,9.761977,6,1,up_fall
Subject6/Activity3/Trial3/Subject6Activity3Trial3Camera1,2,3.091,9.845,6,1,up_fall
Subject6/Activity4/Trial3/Subject6Activity4Trial3Camera1,2,3.091,9.9284,6,1,up_fall
Subject6/Activity1/Trial2/Subject6Activity1Trial2Camera1,2,3.112,9.86604,6,1,up_fall
Subject6/Activity5/Trial3/Subject6Activity5Trial3Camera1,2,3.258,9.93088,6,1,up_fall
Subject6/Activity1/Trial1/Subject6Activity1Trial1Camera1,2,3.341,9.93522,6,1,up_fall
Subject6/Activity2/Trial2/Subject6Activity2Trial2Camera1,2,3.445,9.92858,6,1,up_fall
Subject6/Activity1/Trial1/Subject6Activity1Trial1Camera2,8,0.0,1.15347,6,2,up_fall
Subject6/Activity1/Trial2/Subject6Activity1Trial2Camera2,8,0.0,0.79931,6,2,up_fall
Subject6/Activity1/Trial3/Subject6Activity1Trial3Camera2,8,0.0,1.07014,6,2,up_fall
Subject6/Activity10/Trial1/Subject6Activity10Trial1Camera2,9,0.0,29.932758000000003,6,2,up_fall
Subject6/Activity10/Trial2/Subject6Activity10Trial2Camera2,9,0.0,29.903068,6,2,up_fall
Subject6/Activity10/Trial3/Subject6Activity10Trial3Camera2,9,0.0,29.940433,6,2,up_fall
Subject6/Activity11/Trial1/Subject6Activity11Trial1Camera2,6,0.0,59.91116,6,2,up_fall
Subject6/Activity11/Trial2/Subject6Activity11Trial2Camera2,6,0.0,59.942128,6,2,up_fall
Subject6/Activity11/Trial3/Subject6Activity11Trial3Camera2,6,0.0,59.94354,6,2,up_fall
Subject6/Activity2/Trial1/Subject6Activity2Trial1Camera2,8,0.0,1.00764,6,2,up_fall
Subject6/Activity2/Trial2/Subject6Activity2Trial2Camera2,8,0.0,1.02847,6,2,up_fall
Subject6/Activity2/Trial3/Subject6Activity2Trial3Camera2,8,0.0,0.65347,6,2,up_fall
Subject6/Activity3/Trial1/Subject6Activity3Trial1Camera2,8,0.0,0.739507,6,2,up_fall
Subject6/Activity3/Trial2/Subject6Activity3Trial2Camera2,8,0.0,0.96597,6,2,up_fall
Subject6/Activity3/Trial3/Subject6Activity3Trial3Camera2,8,0.0,0.79931,6,2,up_fall
Subject6/Activity4/Trial1/Subject6Activity4Trial1Camera2,8,0.0,0.86181,6,2,up_fall
Subject6/Activity4/Trial2/Subject6Activity4Trial2Camera2,8,0.0,0.90347,6,2,up_fall
Subject6/Activity4/Trial3/Subject6Activity4Trial3Camera2,8,0.0,0.997606,6,2,up_fall
Subject6/Activity5/Trial1/Subject6Activity5Trial1Camera2,8,0.0,0.660888,6,2,up_fall
Subject6/Activity5/Trial2/Subject6Activity5Trial2Camera2,1,0.0,2.50764,6,2,up_fall
Subject6/Activity5/Trial3/Subject6Activity5Trial3Camera2,8,0.0,0.860869,6,2,up_fall
Subject6/Activity6/Trial1/Subject6Activity6Trial1Camera2,0,0.0,59.930466,6,2,up_fall
Subject6/Activity6/Trial2/Subject6Activity6Trial2Camera2,0,0.0,59.92987,6,2,up_fall
Subject6/Activity6/Trial3/Subject6Activity6Trial3Camera2,0,0.0,59.863689,6,2,up_fall
Subject6/Activity7/Trial1/Subject6Activity7Trial1Camera2,8,0.0,59.920382,6,2,up_fall
Subject6/Activity7/Trial2/Subject6Activity7Trial2Camera2,8,0.0,59.939839,6,2,up_fall
Subject6/Activity7/Trial3/Subject6Activity7Trial3Camera2,8,0.0,59.927757,6,2,up_fall
Subject6/Activity8/Trial1/Subject6Activity8Trial1Camera2,4,0.0,59.945647,6,2,up_fall
Subject6/Activity8/Trial2/Subject6Activity8Trial2Camera2,4,0.0,59.930757,6,2,up_fall
Subject6/Activity8/Trial3/Subject6Activity8Trial3Camera2,4,0.0,59.922873,6,2,up_fall
Subject6/Activity9/Trial1/Subject6Activity9Trial1Camera2,8,0.0,0.648624,6,2,up_fall
Subject6/Activity9/Trial2/Subject6Activity9Trial2Camera2,8,0.0,0.908026,6,2,up_fall
Subject6/Activity9/Trial3/Subject6Activity9Trial3Camera2,8,0.0,0.460264,6,2,up_fall
Subject6/Activity9/Trial3/Subject6Activity9Trial3Camera2,9,0.524442,2.32259,6,2,up_fall
Subject6/Activity2/Trial3/Subject6Activity2Trial3Camera2,1,0.653,2.38264,6,2,up_fall
Subject6/Activity9/Trial1/Subject6Activity9Trial1Camera2,9,0.702271,2.892031,6,2,up_fall
Subject6/Activity5/Trial1/Subject6Activity5Trial1Camera2,1,0.7401039999999999,2.82014,6,2,up_fall
Subject6/Activity3/Trial1/Subject6Activity3Trial1Camera2,1,0.798671,2.589422,6,2,up_fall
Subject6/Activity1/Trial2/Subject6Activity1Trial2Camera2,1,0.799,3.11181,6,2,up_fall
Subject6/Activity3/Trial3/Subject6Activity3Trial3Camera2,1,0.799,3.09097,6,2,up_fall
Subject6/Activity4/Trial1/Subject6Activity4Trial1Camera2,1,0.862,2.75764,6,2,up_fall
Subject6/Activity4/Trial2/Subject6Activity4Trial2Camera2,1,0.903,2.59097,6,2,up_fall
Subject6/Activity5/Trial3/Subject6Activity5Trial3Camera2,1,0.93106,3.25764,6,2,up_fall
Subject6/Activity9/Trial2/Subject6Activity9Trial2Camera2,9,0.952148,2.662967,6,2,up_fall
Subject6/Activity3/Trial2/Subject6Activity3Trial2Camera2,1,0.966,2.67431,6,2,up_fall
Subject6/Activity2/Trial1/Subject6Activity2Trial1Camera2,1,1.008,2.86336,6,2,up_fall
Subject6/Activity2/Trial2/Subject6Activity2Trial2Camera2,1,1.028,3.44514,6,2,up_fall
Subject6/Activity4/Trial3/Subject6Activity4Trial3Camera2,1,1.059775,3.09097,6,2,up_fall
Subject6/Activity1/Trial3/Subject6Activity1Trial3Camera2,1,1.07,2.88264,6,2,up_fall
Subject6/Activity1/Trial1/Subject6Activity1Trial1Camera2,1,1.153,3.34097,6,2,up_fall
Subject6/Activity9/Trial3/Subject6Activity9Trial3Camera2,8,2.3677550000000003,9.932236,6,2,up_fall
Subject6/Activity2/Trial3/Subject6Activity2Trial3Camera2,2,2.383,9.91088,6,2,up_fall
Subject6/Activity5/Trial2/Subject6Activity5Trial2Camera2,2,2.508,9.86058,6,2,up_fall
Subject6/Activity4/Trial2/Subject6Activity4Trial2Camera2,2,2.591,9.92109,6,2,up_fall
Subject6/Activity3/Trial2/Subject6Activity3Trial2Camera2,2,2.674,9.96565,6,2,up_fall
Subject6/Activity3/Trial1/Subject6Activity3Trial1Camera2,2,2.679668,9.940045,6,2,up_fall
Subject6/Activity9/Trial2/Subject6Activity9Trial2Camera2,8,2.724133,9.923194,6,2,up_fall
Subject6/Activity4/Trial1/Subject6Activity4Trial1Camera2,2,2.758,9.93518,6,2,up_fall
Subject6/Activity5/Trial1/Subject6Activity5Trial1Camera2,2,2.82,9.93961,6,2,up_fall
Subject6/Activity1/Trial3/Subject6Activity1Trial3Camera2,2,2.883,9.9316,6,2,up_fall
Subject6/Activity2/Trial1/Subject6Activity2Trial1Camera2,2,2.92452,9.866143,6,2,up_fall
Subject6/Activity9/Trial1/Subject6Activity9Trial1Camera2,8,2.962198,9.761977,6,2,up_fall
Subject6/Activity3/Trial3/Subject6Activity3Trial3Camera2,2,3.091,9.845,6,2,up_fall
Subject6/Activity4/Trial3/Subject6Activity4Trial3Camera2,2,3.091,9.9284,6,2,up_fall
Subject6/Activity1/Trial2/Subject6Activity1Trial2Camera2,2,3.112,9.86604,6,2,up_fall
Subject6/Activity5/Trial3/Subject6Activity5Trial3Camera2,2,3.258,9.93088,6,2,up_fall
Subject6/Activity1/Trial1/Subject6Activity1Trial1Camera2,2,3.341,9.93522,6,2,up_fall
Subject6/Activity2/Trial2/Subject6Activity2Trial2Camera2,2,3.445,9.92858,6,2,up_fall
Subject7/Activity1/Trial1/Subject7Activity1Trial1Camera1,8,0.0,0.48681,7,1,up_fall
Subject7/Activity1/Trial2/Subject7Activity1Trial2Camera1,8,0.0,0.50764,7,1,up_fall
Subject7/Activity1/Trial3/Subject7Activity1Trial3Camera1,8,0.0,0.77847,7,1,up_fall
Subject7/Activity10/Trial1/Subject7Activity10Trial1Camera1,9,0.0,29.891142,7,1,up_fall
Subject7/Activity10/Trial2/Subject7Activity10Trial2Camera1,9,0.0,29.940643,7,1,up_fall
Subject7/Activity10/Trial3/Subject7Activity10Trial3Camera1,9,0.0,29.906332,7,1,up_fall
Subject7/Activity11/Trial1/Subject7Activity11Trial1Camera1,6,0.0,59.954287,7,1,up_fall
Subject7/Activity11/Trial2/Subject7Activity11Trial2Camera1,6,0.0,59.9378,7,1,up_fall
Subject7/Activity11/Trial3/Subject7Activity11Trial3Camera1,6,0.0,59.935589,7,1,up_fall
Subject7/Activity2/Trial1/Subject7Activity2Trial1Camera1,8,0.0,0.50764,7,1,up_fall
Subject7/Activity2/Trial2/Subject7Activity2Trial2Camera1,8,0.0,0.69514,7,1,up_fall
Subject7/Activity2/Trial3/Subject7Activity2Trial3Camera1,8,0.0,0.50764,7,1,up_fall
Subject7/Activity3/Trial1/Subject7Activity3Trial1Camera1,8,0.0,0.46597,7,1,up_fall
Subject7/Activity3/Trial2/Subject7Activity3Trial2Camera1,8,0.0,0.878884,7,1,up_fall
Subject7/Activity3/Trial3/Subject7Activity3Trial3Camera1,8,0.0,0.5014460000000001,7,1,up_fall
Subject7/Activity4/Trial1/Subject7Activity4Trial1Camera1,1,0.0,2.36181,7,1,up_fall
Subject7/Activity4/Trial2/Subject7Activity4Trial2Camera1,8,0.0,0.768575,7,1,up_fall
Subject7/Activity4/Trial3/Subject7Activity4Trial3Camera1,8,0.0,0.708417,7,1,up_fall
Subject7/Activity5/Trial1/Subject7Activity5Trial1Camera1,8,0.0,0.666812,7,1,up_fall
Subject7/Activity5/Trial2/Subject7Activity5Trial2Camera1,8,0.0,0.844292,7,1,up_fall
Subject7/Activity5/Trial3/Subject7Activity5Trial3Camera1,8,0.0,0.815214,7,1,up_fall
Subject7/Activity7/Trial1/Subject7Activity7Trial1Camera1,8,0.0,59.916543,7,1,up_fall
Subject7/Activity7/Trial2/Subject7Activity7Trial2Camera1,8,0.0,59.968107,7,1,up_fall
Subject7/Activity7/Trial3/Subject7Activity7Trial3Camera1,8,0.0,59.959046,7,1,up_fall
Subject7/Activity8/Trial1/Subject7Activity8Trial1Camera1,4,0.0,59.798898,7,1,up_fall
Subject7/Activity8/Trial2/Subject7Activity8Trial2Camera1,4,0.0,59.907921,7,1,up_fall
Subject7/Activity8/Trial3/Subject7Activity8Trial3Camera1,4,0.0,59.932692,7,1,up_fall
Subject7/Activity9/Trial1/Subject7Activity9Trial1Camera1,8,0.0,1.6943,7,1,up_fall
Subject7/Activity9/Trial2/Subject7Activity9Trial2Camera1,8,0.0,1.407042,7,1,up_fall
Subject7/Activity9/Trial3/Subject7Activity9Trial3Camera1,8,0.0,1.212933,7,1,up_fall
Subject7/Activity6/Trial1/Subject7Activity6Trial1Camera1,0,0.0,3.48681,7,1,up_fall
Subject7/Activity6/Trial2/Subject7Activity6Trial2Camera1,0,0.0,10.44514,7,1,up_fall
Subject7/Activity3/Trial1/Subject7Activity3Trial1Camera1,1,0.466,3.09097,7,1,up_fall
Subject7/Activity1/Trial1/Subject7Activity1Trial1Camera1,1,0.487,3.29931,7,1,up_fall
Subject7/Activity1/Trial2/Subject7Activity1Trial2Camera1,1,0.508,3.07014,7,1,up_fall
Subject7/Activity2/Trial1/Subject7Activity2Trial1Camera1,1,0.508,1.32014,7,1,up_fall
Subject7/Activity2/Trial3/Subject7Activity2Trial3Camera1,1,0.508,1.98681,7,1,up_fall
Subject7/Activity3/Trial3/Subject7Activity3Trial3Camera1,1,0.549077,2.69514,7,1,up_fall
Subject7/Activity5/Trial1/Subject7Activity5Trial1Camera1,1,0.667,4.90347,7,1,up_fall
Subject7/Activity2/Trial2/Subject7Activity2Trial2Camera1,1,0.695,1.695,7,1,up_fall
Subject7/Activity4/Trial3/Subject7Activity4Trial3Camera1,1,0.761564,2.94514,7,1,up_fall
Subject7/Activity1/Trial3/Subject7Activity1Trial3Camera1,1,0.778,3.21597,7,1,up_fall
Subject7/Activity4/Trial2/Subject7Activity4Trial2Camera1,1,0.81169,3.11181,7,1,up_fall
Subject7/Activity5/Trial3/Subject7Activity5Trial3Camera1,1,0.860334,2.955221,7,1,up_fall
Subject7/Activity5/Trial2/Subject7Activity5Trial2Camera1,1,0.891418,3.2661320000000003,7,1,up_fall
